,time,word,phoneme,pca_0,pca_1,pca_2
52,0.52,4062,80,-0.5621065548906483,-0.5023784501543502,-0.5910072906473407
53,0.53,4062,80,-0.5499737305963865,-0.44468230899610256,-0.6142547334684336
54,0.54,4062,80,-0.5428768559734378,-0.32847725380365606,-0.5813706196949989
55,0.55,4018,65,-0.5203692650871513,-0.050954528573054686,-0.5187223136097672
56,0.56,4018,65,-0.5128650426863759,0.2846448900322281,-0.40454238523000247
57,0.5700000000000001,4018,65,-0.49961771940037336,0.6256625035394812,-0.2770326734331071
58,0.58,4018,65,-0.5232381853592324,0.7883189207980286,-0.11798166688690517
59,0.59,4018,59,-0.5404902437459316,0.859097551688885,0.05058188696277843
60,0.6,4018,59,-0.5515508407878468,0.8381615662184151,0.16030107022200538
61,0.61,4018,59,-0.5589376569341855,0.774794733169067,0.2544873168000744
62,0.62,4018,59,-0.57802584342813,0.6216422540122686,0.2847320744815097
63,0.63,4018,59,-0.6091020042378663,0.40862948201142035,0.3386463709153962
64,0.64,4018,59,-0.6438595660612041,0.015849065402810947,0.3674330712033008
65,0.65,4018,76,-0.6717623735746369,-0.38401478971984315,0.40045259372615366
66,0.66,4018,76,-0.6776589280851492,-0.743119146394559,0.38105911432173906
67,0.67,4018,76,-0.6613227342783256,-0.8749144412679013,0.30219031851901623
68,0.68,4018,76,-0.6548045413720008,-0.9308794473159016,0.27004889136995225
69,0.6900000000000001,4018,76,-0.664353593291698,-0.9536342859914222,0.23139179239235114
70,0.7000000000000001,4018,76,-0.6862407827054091,-0.9830131520885772,0.24017588969835588
71,0.71,4018,76,-0.7072292081620994,-1.001973349297055,0.18258684973196482
72,0.72,4018,76,-0.7060492685281086,-0.962818267288755,0.07075830004916014
73,0.73,4018,76,-0.6937176703770191,-0.9442924920435088,-0.13175611766548245
74,0.74,4069,58,-0.6736126516051154,-0.9627968029322649,-0.2217904608262758
75,0.75,4069,58,-0.677649891307335,-1.0423610093653402,-0.15694955086441997
76,0.76,4069,58,-0.6842047317580638,-1.115820928793993,0.059326025985371546
77,0.77,4069,58,-0.6976156628694123,-1.117734090302151,0.22209958419282222
78,0.78,4069,58,-0.7245022906436341,-1.0712163175311282,0.3210016030458153
79,0.79,4069,58,-0.7611200812567256,-0.9696311128186906,0.4293742823099932
80,0.8,4069,58,-0.7489288596722022,-0.878142385671602,0.4959546726333977
81,0.81,4069,58,-0.7185998793723097,-0.7726784597062424,0.47528787235731584
82,0.8200000000000001,4069,58,-0.6917976363924814,-0.6682516998538,0.34374877619823085
83,0.8300000000000001,4069,58,-0.6622221655406407,-0.4641261493651282,0.1856491479839012
84,0.84,4069,58,-0.6206204184492703,-0.20056971920513647,0.07145815574174064
85,0.85,4069,84,-0.5636841515438311,0.10578174771407045,-0.06376183859731104
86,0.86,4069,84,-0.5440670351167076,0.3304628476537428,-0.17823035671575108
87,0.87,4069,84,-0.5454034347348212,0.47010032231472487,-0.26085840398264415
88,0.88,4069,84,-0.5564146404067218,0.5582644320141292,-0.3045717299497328
89,0.89,4069,84,-0.577946440411436,0.5989302768040982,-0.3296909310345567
90,0.9,4069,84,-0.5918297441401186,0.603601752421019,-0.3773273402134396
91,0.91,4069,84,-0.6080862673752171,0.5822372104723034,-0.4080963879899303
92,0.92,4069,84,-0.6148357894885359,0.557835664000421,-0.3885813584087654
93,0.93,4069,84,-0.612617616219089,0.5182511275282797,-0.34079441974522223
94,0.9400000000000001,5292,60,-0.6106223013877083,0.45453559519456055,-0.31028392175013997
95,0.9500000000000001,5292,60,-0.6141811960852714,0.4278163671117783,-0.3532246029934517
96,0.96,5292,60,-0.6273978570725696,0.44665973909839696,-0.40405968668589987
97,0.97,5292,60,-0.6336066336438987,0.4918473718417141,-0.4448285645847473
98,0.98,5292,60,-0.6259707325671915,0.5135900802263857,-0.4832173150460983
99,0.99,5292,60,-0.6257629720067392,0.5378416976289311,-0.49738148455804115
100,1.0,5292,60,-0.6334261035165247,0.5907549172720432,-0.4541020473130577
101,1.01,5292,60,-0.6624792031374933,0.6520336716566248,-0.30464172005099827
102,1.02,5292,60,-0.6905768316575267,0.7268929330192428,-0.0941316399337837
103,1.03,5292,60,-0.7266126388010721,0.750975173501873,0.15593541883393058
104,1.04,5292,60,-0.74793880076828,0.7679291841377643,0.38435495304615985
105,1.05,5292,68,-0.7481815492348884,0.7246656606198548,0.5723862458168613
106,1.06,5292,68,-0.7317961341944136,0.7110761671446375,0.6720217349848868
107,1.07,5292,68,-0.7102928490803915,0.6979004371864064,0.7191650670867078
108,1.08,5292,68,-0.7002219858395924,0.7022421424713128,0.7093859895630896
109,1.09,5292,68,-0.6890066315342358,0.7026293654562208,0.6438391311720977
110,1.1,5292,68,-0.6884047457598036,0.6731428533800694,0.5204562258494843
111,1.11,5292,77,-0.6926838992310729,0.6219287021290774,0.3472951774456538
112,1.12,5292,77,-0.6954466353558131,0.5811765031664861,0.19610689088080988
113,1.1300000000000001,5292,77,-0.6908570818169774,0.507697766473497,0.08504132708138709
114,1.1400000000000001,5292,77,-0.6770025749753916,0.4102186296573458,-0.02000528743701567
115,1.1500000000000001,5292,77,-0.6703974136113331,0.31217003168341123,-0.1359699612400953
116,1.16,5292,77,-0.6647261782134848,0.27245785695338537,-0.2651961107941746
117,1.17,5292,77,-0.6609395614404934,0.23088026184305765,-0.3454262599560951
118,1.18,5292,77,-0.6472909384532207,0.10786156524151536,-0.41104288286115764
119,1.19,5292,86,-0.6395362589180288,-0.0811428302797364,-0.4082104357849697
120,1.2,5292,86,-0.6284890518124484,-0.16998271263319173,-0.4932801169148492
121,1.21,5292,86,-0.6230110471933997,-0.1850384927965042,-0.602945653712454
122,1.22,5292,86,-0.6154719503084609,-0.10097307710634644,-0.7937437635647004
123,1.23,5292,86,-0.6265343520827393,0.00853866191365564,-0.8503113418405264
124,1.24,5292,65,-0.6407588922434291,0.1861458842624485,-0.7829992024763954
125,1.25,5292,65,-0.6464996684397498,0.37915995330124297,-0.5839167857119089
126,1.26,5292,65,-0.6494785945514254,0.542100075985132,-0.3467340510861931
127,1.27,5292,65,-0.6597683525452809,0.646295301615206,-0.126238122704934
128,1.28,5292,59,-0.6793752895640149,0.6493837779173421,0.02355477906219266
129,1.29,5292,59,-0.6871240768653872,0.5824246197593551,0.14059319022922043
130,1.3,5292,59,-0.6913529692594009,0.5181225838374387,0.244722997877874
131,1.31,5292,59,-0.7134379663286391,0.45749849408927235,0.27132569078578267
132,1.32,5292,59,-0.7368055912330227,0.3904486988940967,0.2109134605247356
133,1.33,5292,59,-0.7490379353978389,0.21634527538984477,0.04508577811102654
134,1.34,5292,59,-0.7605262425719739,-0.05130427268095805,-0.1593016641036268
135,1.35,5292,91,-0.77358344885043,-0.3641456307417119,-0.280235749218928
136,1.36,5292,91,-0.7893320789640084,-0.7071678579475476,-0.29915287481523517
137,1.37,5292,91,-0.772238594258518,-0.8889179746340616,-0.21566412469936375
138,1.3800000000000001,5292,91,-0.7444119501807616,-0.9601260116263128,-0.19091887354136117
139,1.3900000000000001,5292,91,-0.7332156320257321,-0.8474067871428876,-0.15902480888090093
140,1.4000000000000001,5292,91,-0.7532728791925494,-0.7016037435600158,-0.10087059227870243
141,1.41,5292,91,-0.7870989168992424,-0.5025733049408226,-0.007060353980409075
142,1.42,5292,91,-0.7680548359255441,-0.2539421891694534,0.11537894227413267
143,1.43,5292,59,-0.7298741688456838,0.04804114702427088,0.2774754651965202
144,1.44,5292,59,-0.6893606128897471,0.32187034624390587,0.4421598706773311
145,1.45,5292,59,-0.6847510610109475,0.49220922280779156,0.49727883264175304
146,1.46,5292,59,-0.6822220634838153,0.5747161880643469,0.49816322958092935
147,1.47,5292,59,-0.68244269099906,0.6094211200339912,0.49802214533037426
148,1.48,5292,59,-0.6875800656529657,0.6117816835011194,0.47478650549793544
149,1.49,5292,59,-0.6884819031786715,0.6044603411416157,0.4273055864462505
150,1.5,5292,59,-0.6878184458989086,0.5990323013783225,0.35765567333512505
151,1.51,5292,59,-0.68051976875622,0.6509062921948895,0.29422362697950416
152,1.52,5292,59,-0.6766251595059063,0.6716903207604853,0.26039189264315454
153,1.53,5292,59,-0.6728909662619766,0.6412001783738582,0.2691629921067167
154,1.54,5292,59,-0.6817324993675822,0.5113888181952713,0.29543015794560107
155,1.55,5292,59,-0.6939257990798172,0.3192351437450105,0.27237886437315595
156,1.56,5292,59,-0.7128956176988006,0.10220620266919546,0.25828035125246407
157,1.57,5292,75,-0.7277614526683776,-0.14571389020339967,0.30793988420665597
158,1.58,5292,75,-0.7386587786911288,-0.3996561936898495,0.4218025515734938
159,1.59,5292,75,-0.7406830775109746,-0.6238610566391196,0.5319763673112377
160,1.6,5292,75,-0.73137077783344,-0.7455860071332386,0.6077951641722091
161,1.61,5292,75,-0.7222551660540161,-0.7686293919709408,0.6334486791279033
162,1.62,5292,75,-0.7115988138971018,-0.7516152255018286,0.6142713087991144
163,1.6300000000000001,5292,75,-0.7064772576169532,-0.7610115064550163,0.6284694273951589
164,1.6400000000000001,5292,75,-0.6970524350128594,-0.7442860324297041,0.6367936353552144
165,1.6500000000000001,5292,75,-0.6883463502802458,-0.7337044152007022,0.633000462433843
166,1.6600000000000001,5292,75,-0.6871154498212493,-0.7016207375166461,0.591018494667059
167,1.67,5292,75,-0.6888895969747614,-0.702867981055356,0.5222384677869221
168,1.68,5292,75,-0.6782770592712126,-0.7003986448621996,0.433647963634216
169,1.69,5292,75,-0.6527076636296862,-0.6988671964990749,0.35084497379121937
170,1.7,5292,75,-0.6253693589816405,-0.6888715535414534,0.2774439837253222
171,1.71,-1,-1,-0.6030618391207441,-0.6139620148670908,0.21772367989734037
172,1.72,-1,-1,-0.5806840091331299,-0.5061472496161408,0.18825391405738834
173,1.73,-1,-1,-0.5602242708601348,-0.36642563186079585,0.18644021640077435
174,1.74,-1,-1,-0.5444337912132475,-0.3008203414687363,0.19785636837220577
175,1.75,-1,-1,-0.5339629733170448,-0.25807095530112156,0.16377664719700588
176,1.76,-1,-1,-0.5210329847998051,-0.2824381509152235,0.15052762326133462
177,1.77,-1,-1,-0.5080139568191702,-0.28731482214644005,0.12723549242315246
178,1.78,-1,-1,-0.4964624381279254,-0.30450424402825227,0.12728142586117663
179,1.79,-1,-1,-0.48515381873498536,-0.293494652037249,0.10969301475495671
180,1.8,-1,-1,-0.4779063978412247,-0.298203584939145,0.10577975228948303
181,1.81,-1,-1,-0.4710597841396059,-0.2919367272494402,0.08620807971893063
182,1.82,-1,-1,-0.47012510370641314,-0.30432933885641017,0.06585358004366056
183,1.83,-1,-1,-0.4687098777631796,-0.30348781209335196,0.043076258077014255
184,1.84,-1,-1,-0.46736261716501565,-0.328527354134551,0.03123264430903447
185,1.85,-1,-1,-0.4642765026995005,-0.3179845183274219,0.027354531938760855
186,1.86,-1,-1,-0.4653961122929955,-0.3257531111638923,0.03628848374053166
187,1.87,-1,-1,-0.4648751617979284,-0.318237347938219,0.03673050386089678
188,1.8800000000000001,-1,-1,-0.4629396164085541,-0.3486324503925964,0.03918826597434183
189,1.8900000000000001,-1,-1,-0.4562492030939974,-0.3601185218065624,0.028326429117279346
190,1.9000000000000001,-1,-1,-0.45253410390995663,-0.38020284809366833,0.02877750847571853
191,1.9100000000000001,-1,-1,-0.4504418351250815,-0.37744238391514495,0.012847790813594363
192,1.92,-1,-1,-0.4499589958479176,-0.3648719919292719,-0.0003957547066109216
193,1.93,-1,-1,-0.4473513822875288,-0.3277877384852871,-0.011667381276191342
194,1.94,-1,-1,-0.4447647368408821,-0.32173123449396357,-0.013423251085749172
195,1.95,-1,-1,-0.44321538205336386,-0.32471798932173224,-0.004883632485299839
196,1.96,-1,-1,-0.4468042867364738,-0.34229083705419205,0.02874452556899642
197,1.97,-1,-1,-0.4475807591406861,-0.3399418882622117,0.05523013599772373
198,1.98,-1,-1,-0.4468379415958032,-0.3418587590825371,0.06445263731331724
199,1.99,-1,-1,-0.4415453784630556,-0.338997532095625,0.045276372381967
200,2.0,-1,-1,-0.4357417193499463,-0.34323865185217006,0.035947421373434416
201,2.0100000000000002,-1,-1,-0.43321551173175743,-0.3751933287819921,-0.08537669137919078
202,2.02,-1,-1,-0.44248505206425737,-0.4296654443793324,-0.09339021168033737
203,2.0300000000000002,-1,-1,-0.2997477937334486,-0.3102661713457683,-0.10541195153146378
