,lang,feature,accuracy,permute,z
48,fr,place,0.21052631578947367,3.0,
49,en,place,0.041666666666666664,3.0,
50,fren,place,0.32456140350877194,3.0,
51,fren,lang,0.4931506849315068,3.0,
52,fr,sonority,0.11764705882352941,4.0,
53,en,sonority,0.4358974358974359,4.0,
54,fren,sonority,0.4072398190045249,4.0,
55,fr,manner,0.29411764705882354,4.0,
56,en,manner,0.28205128205128205,4.0,
57,fren,manner,0.3597285067873303,4.0,
58,fr,voicing,0.3333333333333333,4.0,
59,en,voicing,0.5294117647058824,4.0,
60,fren,voicing,0.5857843137254902,4.0,
61,fr,place,0.15789473684210525,4.0,
62,en,place,0.20833333333333334,4.0,
63,fren,place,0.24122807017543857,4.0,
64,fren,lang,0.589041095890411,4.0,
65,fr,sonority,0.2647058823529412,5.0,
66,en,sonority,0.3076923076923077,5.0,
67,fren,sonority,0.36500754147812975,5.0,
68,fr,manner,0.23529411764705882,5.0,
69,en,manner,0.1794871794871795,5.0,
70,fren,manner,0.21832579185520362,5.0,
71,fr,voicing,0.08333333333333333,5.0,
72,en,voicing,0.35294117647058826,5.0,
73,fren,voicing,0.25980392156862747,5.0,
74,fr,place,0.2631578947368421,5.0,
75,en,place,0.20833333333333334,5.0,
76,fren,place,0.18859649122807015,5.0,
77,fren,lang,0.5205479452054794,5.0,
78,fr,sonority,0.17647058823529413,6.0,
79,en,sonority,0.3333333333333333,6.0,
80,fren,sonority,0.39253393665158376,6.0,
81,fr,manner,0.38235294117647056,6.0,
82,en,manner,0.2564102564102564,6.0,
83,fren,manner,0.2824283559577677,6.0,
84,fr,voicing,0.3333333333333333,6.0,
85,en,voicing,0.35294117647058826,6.0,
86,fren,voicing,0.42647058823529416,6.0,
87,fr,place,0.21052631578947367,6.0,
88,en,place,0.25,6.0,
89,fren,place,0.23026315789473684,6.0,
90,fren,lang,0.4931506849315068,6.0,
91,fr,sonority,0.35294117647058826,7.0,
92,en,sonority,0.2564102564102564,7.0,
93,fren,sonority,0.42194570135746606,7.0,
94,fr,manner,0.29411764705882354,7.0,
95,en,manner,0.3333333333333333,7.0,
96,fren,manner,0.22209653092006032,7.0,
97,fr,voicing,0.16666666666666666,7.0,
98,en,voicing,0.17647058823529413,7.0,
99,fren,voicing,0.49754901960784315,7.0,
100,fr,place,0.15789473684210525,7.0,
101,en,place,0.2916666666666667,7.0,
102,fren,place,0.22478070175438597,7.0,
103,fren,lang,0.5753424657534246,7.0,
104,fr,sonority,0.5294117647058824,8.0,
105,en,sonority,0.358974358974359,8.0,
106,fren,sonority,0.3431372549019608,8.0,
107,fr,manner,0.4411764705882353,8.0,
108,en,manner,0.20512820512820512,8.0,
109,fren,manner,0.22209653092006032,8.0,
110,fr,voicing,0.5833333333333334,8.0,
111,en,voicing,0.6470588235294118,8.0,
112,fren,voicing,0.6274509803921569,8.0,
113,fr,place,0.2631578947368421,8.0,
114,en,place,0.2916666666666667,8.0,
115,fren,place,0.34539473684210525,8.0,
116,fren,lang,0.4246575342465753,8.0,
117,fr,sonority,0.29411764705882354,9.0,
118,en,sonority,0.41025641025641024,9.0,
119,fren,sonority,0.32654600301659126,9.0,
120,fr,manner,0.23529411764705882,9.0,
121,en,manner,0.15384615384615385,9.0,
122,fren,manner,0.22021116138763197,9.0,
123,fr,voicing,0.5,9.0,
124,en,voicing,0.7647058823529411,9.0,
125,fren,voicing,0.5269607843137255,9.0,
126,fr,place,0.21052631578947367,9.0,
127,en,place,0.20833333333333334,9.0,
128,fren,place,0.28289473684210525,9.0,
129,fren,lang,0.5205479452054794,9.0,
130,fr,sonority,0.4117647058823529,10.0,
131,en,sonority,0.38461538461538464,10.0,
132,fren,sonority,0.36877828054298645,10.0,
133,fr,manner,0.29411764705882354,10.0,
134,en,manner,0.358974358974359,10.0,
135,fren,manner,0.3744343891402715,10.0,
136,fr,voicing,0.5833333333333334,10.0,
137,en,voicing,0.5294117647058824,10.0,
138,fren,voicing,0.6568627450980392,10.0,
139,fr,place,0.21052631578947367,10.0,
140,en,place,0.3333333333333333,10.0,
141,fren,place,0.29276315789473684,10.0,
142,fren,lang,0.5205479452054794,10.0,
143,fr,sonority,0.47058823529411764,11.0,
144,en,sonority,0.41025641025641024,11.0,
145,fren,sonority,0.38725490196078427,11.0,
146,fr,manner,0.35294117647058826,11.0,
147,en,manner,0.3076923076923077,11.0,
148,fren,manner,0.17609351432880843,11.0,
149,fr,voicing,0.5833333333333334,11.0,
150,en,voicing,0.29411764705882354,11.0,
151,fren,voicing,0.7573529411764706,11.0,
152,fr,place,0.15789473684210525,11.0,
153,en,place,0.16666666666666666,11.0,
154,fren,place,0.26206140350877194,11.0,
155,fren,lang,0.4794520547945205,11.0,
156,fr,sonority,0.3235294117647059,12.0,
157,en,sonority,0.3076923076923077,12.0,
158,fren,sonority,0.34125188536953244,12.0,
159,fr,manner,0.3235294117647059,12.0,
160,en,manner,0.28205128205128205,12.0,
161,fren,manner,0.16138763197586725,12.0,
162,fr,voicing,0.3333333333333333,12.0,
163,en,voicing,0.5882352941176471,12.0,
164,fren,voicing,0.6568627450980392,12.0,
165,fr,place,0.10526315789473684,12.0,
166,en,place,0.3333333333333333,12.0,
167,fren,place,0.32456140350877194,12.0,
168,fren,lang,0.547945205479452,12.0,
169,fr,sonority,0.35294117647058826,13.0,
170,en,sonority,0.38461538461538464,13.0,
171,fren,sonority,0.4385369532428356,13.0,
172,fr,manner,0.2647058823529412,13.0,
173,en,manner,0.3333333333333333,13.0,
174,fren,manner,0.19984917043740574,13.0,
175,fr,voicing,0.25,13.0,
176,en,voicing,0.5294117647058824,13.0,
177,fren,voicing,0.4852941176470588,13.0,
178,fr,place,0.15789473684210525,13.0,
179,en,place,0.041666666666666664,13.0,
180,fren,place,0.2149122807017544,13.0,
181,fren,lang,0.5616438356164384,13.0,
182,fr,sonority,0.3235294117647059,14.0,
183,en,sonority,0.358974358974359,14.0,
184,fren,sonority,0.2714932126696833,14.0,
185,fr,manner,0.35294117647058826,14.0,
186,en,manner,0.23076923076923078,14.0,
187,fren,manner,0.21304675716440424,14.0,
188,fr,voicing,0.5833333333333334,14.0,
189,en,voicing,0.17647058823529413,14.0,
190,fren,voicing,0.6446078431372549,14.0,
191,fr,place,0.2631578947368421,14.0,
192,en,place,0.25,14.0,
193,fren,place,0.3717105263157895,14.0,
194,fren,lang,0.4931506849315068,14.0,
195,fr,sonority,0.38235294117647056,15.0,
196,en,sonority,0.41025641025641024,15.0,
197,fren,sonority,0.32654600301659126,15.0,
198,fr,manner,0.2647058823529412,15.0,
199,en,manner,0.23076923076923078,15.0,
200,fren,manner,0.20739064856711914,15.0,
201,fr,voicing,0.5,15.0,
202,en,voicing,0.4117647058823529,15.0,
203,fren,voicing,0.6274509803921569,15.0,
204,fr,place,0.3157894736842105,15.0,
205,en,place,0.20833333333333334,15.0,
206,fren,place,0.11513157894736842,15.0,
207,fren,lang,0.5342465753424658,15.0,
208,fr,sonority,0.3235294117647059,16.0,
209,en,sonority,0.23076923076923078,16.0,
210,fren,sonority,0.38725490196078427,16.0,
211,fr,manner,0.35294117647058826,16.0,
212,en,manner,0.3333333333333333,16.0,
213,fren,manner,0.2937405731523378,16.0,
214,fr,voicing,0.3333333333333333,16.0,
215,en,voicing,0.5882352941176471,16.0,
216,fren,voicing,0.6029411764705883,16.0,
217,fr,place,0.2631578947368421,16.0,
218,en,place,0.16666666666666666,16.0,
219,fren,place,0.2357456140350877,16.0,
220,fren,lang,0.5342465753424658,16.0,
221,fr,sonority,0.23529411764705882,17.0,
222,en,sonority,0.23076923076923078,17.0,
223,fren,sonority,0.3065610859728507,17.0,
224,fr,manner,0.20588235294117646,17.0,
225,en,manner,0.3076923076923077,17.0,
226,fren,manner,0.35407239819004527,17.0,
227,fr,voicing,0.25,17.0,
228,en,voicing,0.5882352941176471,17.0,
229,fren,voicing,0.4852941176470588,17.0,
230,fr,place,0.05263157894736842,17.0,
231,en,place,0.20833333333333334,17.0,
232,fren,place,0.2357456140350877,17.0,
233,fren,lang,0.3972602739726027,17.0,
234,fr,sonority,0.3235294117647059,18.0,
235,en,sonority,0.28205128205128205,18.0,
236,fren,sonority,0.3944193061840121,18.0,
237,fr,manner,0.2647058823529412,18.0,
238,en,manner,0.20512820512820512,18.0,
239,fren,manner,0.21644042232277527,18.0,
240,fr,voicing,0.5833333333333334,18.0,
241,en,voicing,0.47058823529411764,18.0,
242,fren,voicing,0.4852941176470588,18.0,
243,fr,place,0.0,18.0,
244,en,place,0.20833333333333334,18.0,
245,fren,place,0.2510964912280702,18.0,
246,fren,lang,0.4246575342465753,18.0,
247,fr,sonority,0.29411764705882354,19.0,
248,en,sonority,0.41025641025641024,19.0,
249,fren,sonority,0.41289592760180993,19.0,
250,fr,manner,0.29411764705882354,19.0,
251,en,manner,0.358974358974359,19.0,
252,fren,manner,0.36161387631975866,19.0,
253,fr,voicing,0.4166666666666667,19.0,
254,en,voicing,0.5882352941176471,19.0,
255,fren,voicing,0.3970588235294118,19.0,
256,fr,place,0.42105263157894735,19.0,
257,en,place,0.125,19.0,
258,fren,place,0.2510964912280702,19.0,
259,fren,lang,0.6438356164383562,19.0,
260,fr,sonority,0.4117647058823529,20.0,
261,en,sonority,0.4358974358974359,20.0,
262,fren,sonority,0.4072398190045249,20.0,
263,fr,manner,0.3235294117647059,20.0,
264,en,manner,0.2564102564102564,20.0,
265,fren,manner,0.1907993966817496,20.0,
266,fr,voicing,0.16666666666666666,20.0,
267,en,voicing,0.5882352941176471,20.0,
268,fren,voicing,0.4019607843137255,20.0,
269,fr,place,0.15789473684210525,20.0,
270,en,place,0.25,20.0,
271,fren,place,0.32456140350877194,20.0,
272,fren,lang,0.5068493150684932,20.0,
273,fr,sonority,0.5,21.0,
274,en,sonority,0.41025641025641024,21.0,
275,fren,sonority,0.32654600301659126,21.0,
276,fr,manner,0.20588235294117646,21.0,
277,en,manner,0.23076923076923078,21.0,
278,fren,manner,0.21832579185520362,21.0,
279,fr,voicing,0.5,21.0,
280,en,voicing,0.4117647058823529,21.0,
281,fren,voicing,0.6519607843137255,21.0,
282,fr,place,0.21052631578947367,21.0,
283,en,place,0.25,21.0,
284,fren,place,0.1732456140350877,21.0,
285,fren,lang,0.589041095890411,21.0,
286,fr,sonority,0.35294117647058826,22.0,
287,en,sonority,0.28205128205128205,22.0,
288,fren,sonority,0.3944193061840121,22.0,
289,fr,manner,0.14705882352941177,22.0,
290,en,manner,0.358974358974359,22.0,
291,fren,manner,0.30467571644042235,22.0,
292,fr,voicing,0.5833333333333334,22.0,
293,en,voicing,0.47058823529411764,22.0,
294,fren,voicing,0.5441176470588236,22.0,
295,fr,place,0.15789473684210525,22.0,
296,en,place,0.08333333333333333,22.0,
297,fren,place,0.20394736842105263,22.0,
298,fren,lang,0.4657534246575342,22.0,
299,fr,sonority,0.35294117647058826,23.0,
300,en,sonority,0.23076923076923078,23.0,
301,fren,sonority,0.3853695324283559,23.0,
302,fr,manner,0.20588235294117646,23.0,
303,en,manner,0.20512820512820512,23.0,
304,fren,manner,0.2680995475113122,23.0,
305,fr,voicing,0.25,23.0,
306,en,voicing,0.6470588235294118,23.0,
307,fren,voicing,0.49754901960784315,23.0,
308,fr,place,0.15789473684210525,23.0,
309,en,place,0.20833333333333334,23.0,
310,fren,place,0.34539473684210525,23.0,
311,fren,lang,0.5342465753424658,23.0,
312,fr,sonority,0.23529411764705882,24.0,
313,en,sonority,0.5128205128205128,24.0,
314,fren,sonority,0.3668929110105581,24.0,
315,fr,manner,0.3235294117647059,24.0,
316,en,manner,0.23076923076923078,24.0,
317,fren,manner,0.26055806938159876,24.0,
318,fr,voicing,0.4166666666666667,24.0,
319,en,voicing,0.5294117647058824,24.0,
320,fren,voicing,0.6985294117647058,24.0,
321,fr,place,0.21052631578947367,24.0,
322,en,place,0.3333333333333333,24.0,
323,fren,place,0.2510964912280702,24.0,
324,fren,lang,0.410958904109589,24.0,
325,fr,sonority,0.38235294117647056,25.0,
326,en,sonority,0.358974358974359,25.0,
327,fren,sonority,0.3284313725490196,25.0,
328,fr,manner,0.2647058823529412,25.0,
329,en,manner,0.15384615384615385,25.0,
330,fren,manner,0.24396681749622925,25.0,
331,fr,voicing,0.6666666666666666,25.0,
332,en,voicing,0.5882352941176471,25.0,
333,fren,voicing,0.5735294117647058,25.0,
334,fr,place,0.21052631578947367,25.0,
335,en,place,0.4166666666666667,25.0,
336,fren,place,0.23026315789473684,25.0,
337,fren,lang,0.4931506849315068,25.0,
338,fr,sonority,0.35294117647058826,26.0,
339,en,sonority,0.4358974358974359,26.0,
340,fren,sonority,0.26621417797888386,26.0,
341,fr,manner,0.14705882352941177,26.0,
342,en,manner,0.3076923076923077,26.0,
343,fren,manner,0.34502262443438914,26.0,
344,fr,voicing,0.6666666666666666,26.0,
345,en,voicing,0.5882352941176471,26.0,
346,fren,voicing,0.49754901960784315,26.0,
347,fr,place,0.15789473684210525,26.0,
348,en,place,0.3333333333333333,26.0,
349,fren,place,0.3607456140350877,26.0,
350,fren,lang,0.5068493150684932,26.0,
351,fr,sonority,0.20588235294117646,27.0,
352,en,sonority,0.28205128205128205,27.0,
353,fren,sonority,0.3137254901960784,27.0,
354,fr,manner,0.35294117647058826,27.0,
355,en,manner,0.3333333333333333,27.0,
356,fren,manner,0.21116138763197587,27.0,
357,fr,voicing,0.25,27.0,
358,en,voicing,0.11764705882352941,27.0,
359,fren,voicing,0.7230392156862745,27.0,
360,fr,place,0.10526315789473684,27.0,
361,en,place,0.2916666666666667,27.0,
362,fren,place,0.45614035087719296,27.0,
363,fren,lang,0.4520547945205479,27.0,
364,fr,sonority,0.38235294117647056,28.0,
365,en,sonority,0.20512820512820512,28.0,
366,fren,sonority,0.46417797888386125,28.0,
367,fr,manner,0.29411764705882354,28.0,
368,en,manner,0.23076923076923078,28.0,
369,fren,manner,0.2899698340874811,28.0,
370,fr,voicing,0.25,28.0,
371,en,voicing,0.5882352941176471,28.0,
372,fren,voicing,0.7990196078431373,28.0,
373,fr,place,0.15789473684210525,28.0,
374,en,place,0.16666666666666666,28.0,
375,fren,place,0.32456140350877194,28.0,
376,fren,lang,0.4931506849315068,28.0,
377,fr,sonority,0.47058823529411764,29.0,
378,en,sonority,0.15384615384615385,29.0,
379,fren,sonority,0.4110105580693816,29.0,
380,fr,manner,0.17647058823529413,29.0,
381,en,manner,0.2564102564102564,29.0,
382,fren,manner,0.27714932126696834,29.0,
383,fr,voicing,0.5,29.0,
384,en,voicing,0.6470588235294118,29.0,
385,fren,voicing,0.2720588235294118,29.0,
386,fr,place,0.5263157894736842,29.0,
387,en,place,0.5416666666666666,29.0,
388,fren,place,0.34539473684210525,29.0,
389,fren,lang,0.4931506849315068,29.0,
390,fr,sonority,0.29411764705882354,30.0,
391,en,sonority,0.28205128205128205,30.0,
392,fren,sonority,0.27714932126696834,30.0,
393,fr,manner,0.2647058823529412,30.0,
394,en,manner,0.23076923076923078,30.0,
395,fren,manner,0.24019607843137253,30.0,
396,fr,voicing,0.5,30.0,
397,en,voicing,0.23529411764705882,30.0,
398,fren,voicing,0.5441176470588236,30.0,
399,fr,place,0.21052631578947367,30.0,
400,en,place,0.4583333333333333,30.0,
401,fren,place,0.16228070175438597,30.0,
402,fren,lang,0.4931506849315068,30.0,
403,fr,sonority,0.47058823529411764,31.0,
404,en,sonority,0.3333333333333333,31.0,
405,fren,sonority,0.330316742081448,31.0,
406,fr,manner,0.20588235294117646,31.0,
407,en,manner,0.2564102564102564,31.0,
408,fren,manner,0.26055806938159876,31.0,
409,fr,voicing,0.3333333333333333,31.0,
410,en,voicing,0.47058823529411764,31.0,
411,fren,voicing,0.3431372549019608,31.0,
412,fr,place,0.15789473684210525,31.0,
413,en,place,0.2916666666666667,31.0,
414,fren,place,0.14144736842105263,31.0,
415,fren,lang,0.3835616438356164,31.0,
416,fr,sonority,0.3235294117647059,32.0,
417,en,sonority,0.28205128205128205,32.0,
418,fren,sonority,0.3212669683257918,32.0,
419,fr,manner,0.47058823529411764,32.0,
420,en,manner,0.20512820512820512,32.0,
421,fren,manner,0.2696078431372549,32.0,
422,fr,voicing,0.4166666666666667,32.0,
423,en,voicing,0.5294117647058824,32.0,
424,fren,voicing,0.5392156862745098,32.0,
425,fr,place,0.10526315789473684,32.0,
426,en,place,0.16666666666666666,32.0,
427,fren,place,0.32456140350877194,32.0,
428,fren,lang,0.3835616438356164,32.0,
429,fr,sonority,0.29411764705882354,33.0,
430,en,sonority,0.4358974358974359,33.0,
431,fren,sonority,0.36877828054298645,33.0,
432,fr,manner,0.20588235294117646,33.0,
433,en,manner,0.3076923076923077,33.0,
434,fren,manner,0.27337858220211164,33.0,
435,fr,voicing,0.3333333333333333,33.0,
436,en,voicing,0.4117647058823529,33.0,
437,fren,voicing,0.5147058823529411,33.0,
438,fr,place,0.21052631578947367,33.0,
439,en,place,0.041666666666666664,33.0,
440,fren,place,0.19407894736842105,33.0,
441,fren,lang,0.6438356164383562,33.0,
442,fr,sonority,0.20588235294117646,34.0,
443,en,sonority,0.23076923076923078,34.0,
444,fren,sonority,0.3578431372549019,34.0,
445,fr,manner,0.3235294117647059,34.0,
446,en,manner,0.28205128205128205,34.0,
447,fren,manner,0.3578431372549019,34.0,
448,fr,voicing,0.25,34.0,
449,en,voicing,0.4117647058823529,34.0,
450,fren,voicing,0.6151960784313726,34.0,
451,fr,place,0.10526315789473684,34.0,
452,en,place,0.2916666666666667,34.0,
453,fren,place,0.4396929824561403,34.0,
454,fren,lang,0.547945205479452,34.0,
455,fr,sonority,0.20588235294117646,35.0,
456,en,sonority,0.3333333333333333,35.0,
457,fren,sonority,0.3797134238310709,35.0,
458,fr,manner,0.3235294117647059,35.0,
459,en,manner,0.46153846153846156,35.0,
460,fren,manner,0.2696078431372549,35.0,
461,fr,voicing,0.3333333333333333,35.0,
462,en,voicing,0.47058823529411764,35.0,
463,fren,voicing,0.6862745098039216,35.0,
464,fr,place,0.05263157894736842,35.0,
465,en,place,0.25,35.0,
466,fren,place,0.2774122807017544,35.0,
467,fren,lang,0.547945205479452,35.0,
468,fr,sonority,0.47058823529411764,36.0,
469,en,sonority,0.23076923076923078,36.0,
470,fren,sonority,0.3503016591251885,36.0,
471,fr,manner,0.47058823529411764,36.0,
472,en,manner,0.20512820512820512,36.0,
473,fren,manner,0.33597285067873306,36.0,
474,fr,voicing,0.4166666666666667,36.0,
475,en,voicing,0.47058823529411764,36.0,
476,fren,voicing,0.45588235294117646,36.0,
477,fr,place,0.21052631578947367,36.0,
478,en,place,0.20833333333333334,36.0,
479,fren,place,0.256578947368421,36.0,
480,fren,lang,0.410958904109589,36.0,
481,fr,sonority,0.5294117647058824,37.0,
482,en,sonority,0.41025641025641024,37.0,
483,fren,sonority,0.35218702865761686,37.0,
484,fr,manner,0.3235294117647059,37.0,
485,en,manner,0.20512820512820512,37.0,
486,fren,manner,0.18891402714932126,37.0,
487,fr,voicing,0.5,37.0,
488,en,voicing,0.23529411764705882,37.0,
489,fren,voicing,0.4852941176470588,37.0,
490,fr,place,0.21052631578947367,37.0,
491,en,place,0.125,37.0,
492,fren,place,0.2510964912280702,37.0,
493,fren,lang,0.4383561643835616,37.0,
494,fr,sonority,0.47058823529411764,38.0,
495,en,sonority,0.28205128205128205,38.0,
496,fren,sonority,0.3174962292609351,38.0,
497,fr,manner,0.23529411764705882,38.0,
498,en,manner,0.2564102564102564,38.0,
499,fren,manner,0.2292609351432881,38.0,
500,fr,voicing,0.25,38.0,
501,en,voicing,0.5294117647058824,38.0,
502,fren,voicing,0.6446078431372549,38.0,
503,fr,place,0.21052631578947367,38.0,
504,en,place,0.16666666666666666,38.0,
505,fren,place,0.3300438596491228,38.0,
506,fren,lang,0.4931506849315068,38.0,
507,fr,sonority,0.29411764705882354,39.0,
508,en,sonority,0.3076923076923077,39.0,
509,fren,sonority,0.4110105580693816,39.0,
510,fr,manner,0.2647058823529412,39.0,
511,en,manner,0.3076923076923077,39.0,
512,fren,manner,0.2002262443438914,39.0,
513,fr,voicing,0.4166666666666667,39.0,
514,en,voicing,0.29411764705882354,39.0,
515,fren,voicing,0.5735294117647058,39.0,
516,fr,place,0.3684210526315789,39.0,
517,en,place,0.0,39.0,
518,fren,place,0.11513157894736842,39.0,
519,fren,lang,0.3835616438356164,39.0,
520,fr,sonority,0.47058823529411764,40.0,
521,en,sonority,0.358974358974359,40.0,
522,fren,sonority,0.3284313725490196,40.0,
523,fr,manner,0.38235294117647056,40.0,
524,en,manner,0.2564102564102564,40.0,
525,fren,manner,0.1964555052790347,40.0,
526,fr,voicing,0.4166666666666667,40.0,
527,en,voicing,0.35294117647058826,40.0,
528,fren,voicing,0.6568627450980392,40.0,
529,fr,place,0.10526315789473684,40.0,
530,en,place,0.25,40.0,
531,fren,place,0.256578947368421,40.0,
532,fren,lang,0.4383561643835616,40.0,
533,fr,sonority,0.38235294117647056,41.0,
534,en,sonority,0.5384615384615384,41.0,
535,fren,sonority,0.3963046757164404,41.0,
536,fr,manner,0.29411764705882354,41.0,
537,en,manner,0.38461538461538464,41.0,
538,fren,manner,0.18891402714932126,41.0,
539,fr,voicing,0.0,41.0,
540,en,voicing,0.5294117647058824,41.0,
541,fren,voicing,0.5147058823529411,41.0,
542,fr,place,0.3157894736842105,41.0,
543,en,place,0.2916666666666667,41.0,
544,fren,place,0.1567982456140351,41.0,
545,fren,lang,0.547945205479452,41.0,
546,fr,sonority,0.35294117647058826,42.0,
547,en,sonority,0.4358974358974359,42.0,
548,fren,sonority,0.30090497737556565,42.0,
549,fr,manner,0.4411764705882353,42.0,
550,en,manner,0.28205128205128205,42.0,
551,fren,manner,0.3469079939668175,42.0,
552,fr,voicing,0.25,42.0,
553,en,voicing,0.6470588235294118,42.0,
554,fren,voicing,0.33088235294117646,42.0,
555,fr,place,0.42105263157894735,42.0,
556,en,place,0.20833333333333334,42.0,
557,fren,place,0.2510964912280702,42.0,
558,fren,lang,0.3972602739726027,42.0,
559,fr,sonority,0.23529411764705882,43.0,
560,en,sonority,0.358974358974359,43.0,
561,fren,sonority,0.3065610859728507,43.0,
562,fr,manner,0.29411764705882354,43.0,
563,en,manner,0.1794871794871795,43.0,
564,fren,manner,0.28054298642533937,43.0,
565,fr,voicing,0.5,43.0,
566,en,voicing,0.5294117647058824,43.0,
567,fren,voicing,0.4730392156862745,43.0,
568,fr,place,0.15789473684210525,43.0,
569,en,place,0.08333333333333333,43.0,
570,fren,place,0.4298245614035088,43.0,
571,fren,lang,0.410958904109589,43.0,
572,fr,sonority,0.5294117647058824,44.0,
573,en,sonority,0.4358974358974359,44.0,
574,fren,sonority,0.27337858220211164,44.0,
575,fr,manner,0.4117647058823529,44.0,
576,en,manner,0.3076923076923077,44.0,
577,fren,manner,0.34125188536953244,44.0,
578,fr,voicing,0.3333333333333333,44.0,
579,en,voicing,0.29411764705882354,44.0,
580,fren,voicing,0.45588235294117646,44.0,
581,fr,place,0.21052631578947367,44.0,
582,en,place,0.25,44.0,
583,fren,place,0.23026315789473684,44.0,
584,fren,lang,0.4931506849315068,44.0,
585,fr,sonority,0.20588235294117646,45.0,
586,en,sonority,0.2564102564102564,45.0,
587,fren,sonority,0.26244343891402716,45.0,
588,fr,manner,0.20588235294117646,45.0,
589,en,manner,0.3076923076923077,45.0,
590,fren,manner,0.24208144796380093,45.0,
591,fr,voicing,0.5,45.0,
592,en,voicing,0.35294117647058826,45.0,
593,fren,voicing,0.38480392156862747,45.0,
594,fr,place,0.05263157894736842,45.0,
595,en,place,0.2916666666666667,45.0,
596,fren,place,0.16228070175438597,45.0,
597,fren,lang,0.4383561643835616,45.0,
598,fr,sonority,0.5294117647058824,46.0,
599,en,sonority,0.4358974358974359,46.0,
600,fren,sonority,0.40007541478129716,46.0,
601,fr,manner,0.11764705882352941,46.0,
602,en,manner,0.28205128205128205,46.0,
603,fren,manner,0.21455505279034692,46.0,
604,fr,voicing,0.5,46.0,
605,en,voicing,0.5882352941176471,46.0,
606,fren,voicing,0.6985294117647058,46.0,
607,fr,place,0.15789473684210525,46.0,
608,en,place,0.16666666666666666,46.0,
609,fren,place,0.2774122807017544,46.0,
610,fren,lang,0.4931506849315068,46.0,
611,fr,sonority,0.4117647058823529,47.0,
612,en,sonority,0.2564102564102564,47.0,
613,fren,sonority,0.3080693815987934,47.0,
614,fr,manner,0.4117647058823529,47.0,
615,en,manner,0.28205128205128205,47.0,
616,fren,manner,0.28092006033182504,47.0,
617,fr,voicing,0.5,47.0,
618,en,voicing,0.17647058823529413,47.0,
619,fren,voicing,0.4681372549019608,47.0,
620,fr,place,0.21052631578947367,47.0,
621,en,place,0.20833333333333334,47.0,
622,fren,place,0.2357456140350877,47.0,
623,fren,lang,0.4931506849315068,47.0,
624,fr,sonority,0.3235294117647059,48.0,
625,en,sonority,0.38461538461538464,48.0,
626,fren,sonority,0.46417797888386125,48.0,
627,fr,manner,0.2647058823529412,48.0,
628,en,manner,0.4358974358974359,48.0,
629,fren,manner,0.2918552036199095,48.0,
630,fr,voicing,0.3333333333333333,48.0,
631,en,voicing,0.23529411764705882,48.0,
632,fren,voicing,0.7156862745098038,48.0,
633,fr,place,0.21052631578947367,48.0,
634,en,place,0.16666666666666666,48.0,
635,fren,place,0.2149122807017544,48.0,
636,fren,lang,0.5342465753424658,48.0,
637,fr,sonority,0.3235294117647059,49.0,
638,en,sonority,0.23076923076923078,49.0,
639,fren,sonority,0.3815987933634992,49.0,
640,fr,manner,0.38235294117647056,49.0,
