,cmu,ipa,homolog,v_or_c,sonority,manner,placerough,place,voicing,position,height,voweltype,voicingpair,lang,count,select,obstruents,pca_0,pca_1,pca_2,pca_o_0,pca_o_1,pca_o_2
14,E,ɛ,EH,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,de,251002,False,False,0.012720866,0.046681054,0.016715098,0.09129573,0.046976164,0.016860474
15,l,l,L,consonant,2: nasal/approximant,approximant, - ,dental/alveolar, - , - , - , - , - ,de,347748,False,False,0.013709057,0.046650797,0.016660549,0.09200704,0.04673095,0.017425649
16,W,aɪ̯,AI,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,de,205973,False,False,0.015163247,0.04660818,0.01666298,0.093562566,0.047170512,0.017073184
17,t,t,T,consonant,1: obstruents,plosive, - ,dental/alveolar,voiceless, - , - , - ,t,de,734838,False,False,0.0111635905,0.04687655,0.017247641,0.08941165,0.047063142,0.017384045
18,m,m,M,consonant,2: nasal/approximant,nasal, - ,labial, - , - , - , - , - ,de,276648,False,False,0.01611449,0.047500156,0.016804514,0.094725296,0.047764145,0.016669706
19,g,ɡ,G,consonant,1: obstruents,plosive, - ,velar/uvular,voiced, - , - , - ,k,de,182517,False,False,0.010854075,0.04764221,0.017329743,0.0893382,0.047105856,0.018117204
20,s,s,S,consonant,1: obstruents,fricative, - ,dental/alveolar,voiceless, - , - , - ,s,de,353807,False,False,0.014117962,0.04805813,0.01767346,0.09251943,0.04692547,0.01751003
21,f,f,F,consonant,1: obstruents,fricative, - ,labial,voiceless, - , - , - ,f,de,237297,False,False,0.013365636,0.047226906,0.016920447,0.0918662,0.0475453,0.01656212
22,U,ʊ,UH,vowel,3: vowel,vowel, - , - , - ,back,close,monophthong, - ,de,144512,False,False,0.015866013,0.04674603,0.017111257,0.09429154,0.046233118,0.018404951
23,sp, - ,sp, - , - , - , - , - , - , - , - , - , - ,de,332874,False,False,0.16881089,-0.16736308,0.0040835217,0.23507383,0.0016078632,-0.1679165
24,h,h,HH,consonant,1: obstruents,fricative, - ,glottal,voiceless, - , - , - , - ,de,112794,False,False,0.015482025,0.04750862,0.016653363,0.094077185,0.047335498,0.01781175
25,a,aː,AA,vowel,3: vowel,vowel, - , - , - ,central,open,monophthong, - ,de,188265,False,False,0.013603676,0.047419988,0.016188806,0.092310175,0.04766062,0.017050916
26,b,b,B,consonant,1: obstruents,plosive, - ,labial,voiced, - , - , - ,p,de,173622,False,False,0.016285222,0.047114447,0.01705825,0.094734415,0.046907544,0.016690101
27,&,a,&,vowel,3: vowel,vowel, - , - , - ,central,open,monophthong, - ,de,376986,False,False,0.014618805,0.048152998,0.017084759,0.09302798,0.047244757,0.017104559
28,N,ŋ,NG,consonant,2: nasal/approximant,nasal, - ,velar/uvular, - , - , - , - , - ,de,65968,False,False,0.014724264,0.04682809,0.017245721,0.09290245,0.046605855,0.017602596
29,k,k,K,consonant,1: obstruents,plosive, - ,velar/uvular,voiceless, - , - , - ,k,de,227163,False,False,0.013315601,0.0476024,0.017278489,0.09185466,0.04695555,0.0165142
30,j,j,Y,consonant,2: nasal/approximant,approximant, - ,postalveolar/palatal, - , - , - , - , - ,de,24693,False,False,0.0120719075,0.046349213,0.015939146,0.090772346,0.047656216,0.01636422
31,o,oː,OO,vowel,3: vowel,vowel, - , - , - ,back,mid,monophthong, - ,de,136113,False,False,0.015257567,0.046547376,0.016222961,0.093753874,0.0469321,0.01724675
32,Y,ʏ,Y,vowel,3: vowel,vowel, - , - , - ,front,close,monophthong, - ,de,29888,False,False,0.013156343,0.046495445,0.017445315,0.091571644,0.04626821,0.017388865
33,y,yː,y,vowel,3: vowel,vowel, - , - , - ,front,close,monophthong, - ,de,42017,False,False,0.015268801,0.04688453,0.017533535,0.09379862,0.04645825,0.016747158
34,B,aʊ̯,AU,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,de,100695,False,False,0.012753189,0.047014385,0.018054988,0.09112063,0.046030544,0.017847816
35,=,ts,=,consonant,1: obstruents,affricate, - ,dental/alveolar,voiceless, - , - , - , - ,de,142579,False,False,0.01505463,0.04757785,0.017683264,0.09350619,0.04665961,0.01773379
36,u,uː,UW,vowel,3: vowel,vowel, - , - , - ,back,close,monophthong, - ,de,104364,False,False,0.014368994,0.0466244,0.01689271,0.0926396,0.047150254,0.016059458
37,O,ɔ,AO,vowel,3: vowel,vowel, - , - , - ,back,mid,monophthong, - ,de,127251,False,False,0.0113763865,0.047127575,0.01627979,0.089817695,0.047491483,0.01836089
38,|,øː,|,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,de,17291,False,False,0.015138183,0.046909884,0.01569495,0.09356149,0.0477406,0.017415332
39,c, - ,cinq, - , - , - , - , - , - , - , - , - , - ,de,94,False,False,0.013104817,0.047012,0.016308501,0.09147532,0.047151186,0.017711878
40,Z,ʒ,ZH,consonant,1: obstruents,fricative, - ,postalveolar/palatal,voiced, - , - , - ,ʃ,de,2286,False,False,0.015186951,0.04668586,0.016591163,0.09358115,0.04720454,0.016494006
41,eins, - ,EY, - , - , - , - , - , - , - , - , - , - ,de,345,False,False,0.013378583,0.047247805,0.01699026,0.091876976,0.04693283,0.01841709
42,X,ɔʏ̯,OI,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,de,27927,False,False,0.012293121,0.046678796,0.016576774,0.09064599,0.04687295,0.01742686
43,drei, - ,ER, - , - , - , - , - , - , - , - , - , - ,de,37,False,False,0.0097110085,0.047033533,0.016448243,0.088262245,0.04734105,0.017902002
44,/,œ,/,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,de,12673,False,False,0.015487488,0.047453254,0.017353669,0.093896054,0.046453737,0.017758284
45,+,pf,PF,consonant,1: obstruents,affricate, - ,labial,voiceless, - , - , - , - ,de,8468,False,False,0.012669679,0.04698994,0.016530402,0.09108852,0.046975955,0.016504657
46,J,tʃ,CH,consonant,1: obstruents,affricate, - ,postalveolar/palatal,voiceless, - , - , - , - ,de,2957,False,False,0.013681535,0.04724198,0.017198982,0.09204785,0.047187276,0.01691842
47,~, - ,ons, - , - , - , - , - , - , - , - , - , - ,de,616,False,False,0.015676593,0.047216818,0.017004902,0.09419064,0.04669296,0.016920969
48,q, - ,@, - , - , - , - , - , - , - , - , - , - ,de,1410,False,False,0.01034257,0.04749582,0.016454719,0.08877425,0.047502592,0.017055303
49,{, - ,AE, - , - , - , - , - , - , - , - , - , - ,de,7,False,False,0.011901926,0.04838457,0.017639676,0.090275995,0.047590114,0.01787138
50,sechs, - ,AW, - , - , - , - , - , - , - , - , - , - ,de,20,False,False,0.013278896,0.047551923,0.016383067,0.0918541,0.047475852,0.017911388
51,spn, - ,spn, - , - , - , - , - , - , - , - , - , - ,de,15,False,False,0.41102558,-0.051052716,0.093100846,0.48390204,-0.06302206,0.011114892
52, - , - ,cinq, - , - , - , - , - , - , - , - , - , - ,de,0,False,False,0.014065839,0.046412103,0.01691515,0.09241085,0.04651905,0.017677438
53,_, - ,EY, - , - , - , - , - , - , - , - , - , - ,de,249,False,False,0.009843806,0.048040435,0.016987903,0.08834547,0.047639757,0.017547032
54,vier, - ,OY, - , - , - , - , - , - , - , - , - , - ,de,9,False,False,0.011675481,0.046942398,0.017253807,0.08995305,0.046400063,0.017900988
55,AH,ʌ,AH,vowel,3: vowel,vowel, - , - , - ,central,open,monophthong, - ,en,1752984,True,False,-0.73241025,0.27598417,0.14742713,-0.62683505,0.07223647,0.021782579
56,B,b,B,consonant,1: obstruents,plosive,labial,labial,voiced, - , - , - ,p,en,346454,True,True,-0.6337691,-0.062206253,-0.4241747,-0.5396799,0.50224614,-0.058620922
57,AW,aʊ,AW,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,en,122632,True,False,-0.6586595,0.28287852,0.16716787,-0.54741156,0.078762904,-0.029876541
58,T,t,T,consonant,1: obstruents,plosive,coronal,dental/alveolar,voiceless, - , - , - ,t,en,1351742,True,True,-0.70716673,-0.26549616,0.049382716,-0.6584232,0.0015292931,-0.050601404
59,IH,ɪ,IH,vowel,3: vowel,vowel, - , - , - ,front,close,monophthong, - ,en,1138540,True,False,-0.7042136,0.106636226,0.023543885,-0.60556704,0.06771052,0.059680954
60,L,l,L,consonant,2: nasal/approximant,approximant, - ,dental/alveolar, - , - , - , - , - ,en,722313,True,False,-0.6726852,0.2230784,-0.097523205,-0.5680155,0.16407974,0.019200139
61,EH,ɛ,EH,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,en,505990,True,False,-0.6997376,0.2234311,0.20672391,-0.59149605,0.041379884,0.038531482
62,V,v,V,consonant,1: obstruents,fricative,labial,labial,voiced, - , - , - ,f,en,308814,True,True,-0.6668668,-0.12904291,-0.12914307,-0.5867266,0.16769414,-0.1394832
63,N,n,N,consonant,2: nasal/approximant,nasal,coronal,dental/alveolar, - , - , - , - , - ,en,1211189,True,False,-0.65288436,0.12795421,-0.24946927,-0.5612511,0.16277315,0.08417114
64,AY,aɪ,AY,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,en,371523,True,False,-0.65698284,0.24629167,0.17935918,-0.5440748,0.031098168,-0.058108516
65,W,w,W,consonant,2: nasal/approximant,approximant, - ,velar/uvular, - , - , - , - , - ,en,428141,True,False,-0.61781776,0.12021312,-0.26448405,-0.5143576,0.24647328,-0.0008862708
66,AO,ɔ,AO,vowel,3: vowel,vowel, - , - , - ,back,open,monophthong, - ,en,266504,True,False,-0.6706141,0.35337046,0.13256948,-0.55867064,0.071330875,-0.029279746
67,K,k,K,consonant,1: obstruents,plosive,dorsal,velar/uvular,voiceless, - , - , - ,k,en,557643,True,True,-0.66476095,-0.18452135,-0.033833995,-0.5928952,0.13062158,-0.03783467
68,AE,æ,AE,vowel,3: vowel,vowel, - , - , - ,front,open,monophthong, - ,en,459972,True,False,-0.69022876,0.22888415,0.17773525,-0.5747859,0.07887672,-0.00866188
69,M,m,M,consonant,2: nasal/approximant,nasal,labial,labial, - , - , - , - , - ,en,544406,True,False,-0.6399075,0.09872612,-0.34973523,-0.54365015,0.25251028,-0.06576654
70,HH,h,HH,consonant,1: obstruents,fricative,dorsal,glottal,voiceless, - , - , - , - ,en,344118,True,True,-0.63491994,-0.1561576,0.02554031,-0.56317425,-0.04442268,-0.08489825
71,OW,oʊ,OW,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,en,248749,True,False,-0.64250946,0.38540623,0.13950896,-0.525012,0.064170085,0.030215863
72,EY,eɪ,EY,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,en,303809,True,False,-0.6677737,0.08391979,0.0998193,-0.56253517,0.029369809,0.09156042
73,R,ɹ,R,consonant,2: nasal/approximant,approximant, - ,postalveolar/palatal, - , - , - , - , - ,en,747105,True,False,-0.6841062,0.17691366,0.019839037,-0.5844921,0.10286414,0.015303555
74,IY,i,IY,vowel,3: vowel,vowel, - , - , - ,front,close,monophthong, - ,en,739292,True,False,-0.68220276,-0.03468089,-0.12121956,-0.5962566,0.08095699,0.039426178
75,Z,z,Z,consonant,1: obstruents,fricative,coronal,dental/alveolar,voiced, - , - , - ,s,en,516448,True,True,-0.6176223,-0.26769355,0.14873743,-0.5584838,-0.22587816,0.043859094
76,TH,θ,TH,consonant,1: obstruents,fricative, - ,dental/alveolar,voiceless, - , - , - ,θ,en,112878,True,True,-0.62579876,-0.32413253,0.078578725,-0.57699543,-0.051447317,-0.35610437
77,NG,ŋ,NG,consonant,2: nasal/approximant,nasal,dorsal,velar/uvular, - , - , - , - , - ,en,218981,True,False,-0.5617375,0.14031574,-0.2570742,-0.45384598,0.20378046,0.16297688
78,S,s,S,consonant,1: obstruents,fricative,coronal,dental/alveolar,voiceless, - , - , - ,s,en,851225,True,True,-0.6423752,-0.3321935,0.2863682,-0.5907945,-0.33248883,-0.16979492
79,D,d,D,consonant,1: obstruents,plosive,coronal,dental/alveolar,voiced, - , - , - ,t,en,753534,True,True,-0.6942611,-0.20027341,-0.24042268,-0.62556744,0.2515314,0.20400426
80,P,p,P,consonant,1: obstruents,plosive,labial,labial,voiceless, - , - , - ,p,en,352090,True,True,-0.64578277,-0.18679878,-0.16675662,-0.57786804,0.27182055,-0.3466314
81,DH,ð,DH,consonant,1: obstruents,fricative, - ,dental/alveolar,voiced, - , - , - ,θ,en,561905,True,True,-0.6044754,-0.14086835,-0.30890307,-0.5292924,0.31632698,-0.00012223143
82,ER,ɝ,ER,vowel,3: vowel,vowel, - , - , - ,central,mid,monophthong, - ,en,458771,True,False,-0.69531554,0.25696728,0.18427949,-0.5920318,0.048901178,0.0009212615
83,AA,ɑ,AA,vowel,3: vowel,vowel, - , - , - ,central,open,monophthong, - ,en,289096,True,False,-0.67196876,0.3905255,0.18182927,-0.55933607,0.09754816,-0.006621726
84,UW,u,UW,vowel,3: vowel,vowel, - , - , - ,back,close,monophthong, - ,en,310148,True,False,-0.58922994,0.16839188,-0.1615795,-0.48876786,0.122995116,0.100711495
85,SH,ʃ,SH,consonant,1: obstruents,fricative, - ,postalveolar/palatal,voiceless, - , - , - ,ʃ,en,131676,True,True,-0.5801652,-0.45042494,0.33200186,-0.51849216,-0.48743743,0.10174145
86,G,ɡ,G,consonant,1: obstruents,plosive,dorsal,velar/uvular,voiced, - , - , - ,k,en,173972,True,True,-0.6304284,-0.093097664,-0.31786168,-0.5380045,0.36953357,0.27976173
87,F,f,F,consonant,1: obstruents,fricative,labial,labial,voiceless, - , - , - ,f,en,303292,True,True,-0.65145266,-0.3247831,0.12516885,-0.5913357,-0.12252824,-0.41559553
88,Y,j,Y,consonant,2: nasal/approximant,approximant, - ,postalveolar/palatal, - , - , - , - , - ,en,191797,True,False,-0.55915564,-0.1389159,-0.17999208,-0.478837,0.0361737,0.15839098
89,CH,tʃ,CH,consonant,1: obstruents,affricate, - ,postalveolar/palatal,voiceless, - , - , - ,tʃ,en,78718,True,True,-0.60731506,-0.39187875,0.21051227,-0.55807257,-0.2684248,0.20110337
90,UH,ʊ,UH,vowel,3: vowel,vowel, - , - , - ,back,close,monophthong, - ,en,95954,True,False,-0.5547504,0.26206383,0.03617543,-0.4528404,0.10229478,0.074428886
91,JH,dʒ,JH,consonant,1: obstruents,affricate, - ,postalveolar/palatal,voiced, - , - , - ,tʃ,en,89166,True,True,-0.5967966,-0.38615614,-0.021801066,-0.5379406,-0.098813176,0.51133186
92,ZH,ʒ,ZH,consonant,1: obstruents,fricative, - ,postalveolar/palatal,voiced, - , - , - ,ʃ,en,9603,True,True,-0.52010995,-0.37808746,0.22290342,-0.44954914,-0.37203732,0.38276803
93,OY,ɔɪ,OY,vowel,3: vowel,vowel, - , - , - , - , - ,diphtong, - ,en,40795,True,False,-0.4842565,0.21027729,0.08717788,-0.3815633,0.024201252,0.07798222
94,l,l,L,consonant,2: nasal/approximant,approximant, - ,dental/alveolar, - , - , - , - , - ,fr,238667,True,False,0.76262194,-0.017161442,-0.10320669,0.83895063,0.063300975,0.037179258
95,a,a,AA,vowel,3: vowel,vowel, - , - , - ,central,open,monophthong, - ,fr,319241,True,False,0.73481387,0.2327821,0.20367092,0.8215366,0.038044445,-0.060773976
96,p,p,P,consonant,1: obstruents,plosive,labial,labial,voiceless, - , - , - ,p,fr,119025,True,True,0.7345782,-0.11546797,-0.15595356,0.8136433,0.22913241,-0.2746275
97,R,ʁ,R,consonant,2: nasal/approximant,approximant, - ,velar/uvular, - , - , - , - , - ,fr,328043,True,False,0.7544272,0.09646777,0.06345594,0.8264451,0.05354417,-0.083135866
98,O,ɔ,AO,vowel,3: vowel,vowel, - , - , - ,back,mid,monophthong, - ,fr,42506,True,False,0.7143488,0.31091994,0.1432308,0.799439,0.067604944,-0.028952159
99,e,e,EE,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,fr,209381,True,False,0.7686896,-0.02305499,0.045272134,0.8386,-0.014892509,-0.020527367
100,s,s,S,consonant,1: obstruents,fricative,coronal,dental/alveolar,voiceless, - , - , - ,s,fr,252822,True,True,0.73541903,-0.25731307,0.25521266,0.79908794,-0.3044899,-0.1713873
101,t,t,T,consonant,1: obstruents,plosive,coronal,dental/alveolar,voiceless, - , - , - ,t,fr,212881,True,True,0.74798757,-0.2237311,0.022953138,0.8089612,0.006003188,-0.0732486
102,m,m,M,consonant,2: nasal/approximant,nasal,labial,labial, - , - , - , - , - ,fr,140654,True,False,0.7587957,0.08071872,-0.25140986,0.8405355,0.15470073,-0.037651714
103,d,d,D,consonant,1: obstruents,plosive,coronal,dental/alveolar,voiced, - , - , - ,t,fr,171140,True,True,0.7490058,-0.08819195,-0.264184,0.8289505,0.23891267,0.22666077
104,o,o,OO,vowel,3: vowel,vowel, - , - , - ,back,mid,monophthong, - ,fr,96287,True,False,0.7472198,0.23303947,0.029030051,0.83155525,0.057008646,-0.019685656
105,deux,ø,|,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,fr,137441,True,False,0.7426978,0.052012302,0.023447637,0.8089466,0.0050244606,0.04591438
106,j,j,Y,consonant,2: nasal/approximant,approximant, - ,postalveolar/palatal, - , - , - , - , - ,fr,70779,True,False,0.7414246,-0.16338044,0.024407469,0.8010629,-0.10586118,0.1344171
107,E,ɛ,EH,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,fr,164007,True,False,0.7552481,0.083416924,0.14682469,0.83253723,-0.023523478,0.00024383981
108,u,u,UW,vowel,3: vowel,vowel, - , - , - ,back,close,monophthong, - ,fr,77121,True,False,0.7292332,0.09498937,-0.109334625,0.8032381,0.072937444,-0.015868265
109,^,ə,AH,vowel,3: vowel,vowel, - , - , - ,central,mid,monophthong, - ,fr,68878,True,False,0.7365,0.056329273,0.10800509,0.7955639,-0.07279424,-0.041014563
110,n,n,N,consonant,2: nasal/approximant,nasal,coronal,dental/alveolar, - , - , - , - , - ,fr,102279,True,False,0.777698,0.08753133,-0.22254173,0.85244846,0.119625956,0.07213314
111,i,i,IY,vowel,3: vowel,vowel, - , - , - ,front,close,monophthong, - ,fr,192930,True,False,0.7661303,-0.13452172,-0.038108524,0.829777,-0.062782,0.05758965
112,@,ɑ̃,@,vowel,3: vowel,vowel, - , - , - ,back,open,nasal, - ,fr,142830,True,False,0.7374542,0.23713303,0.102752306,0.8292902,0.003646112,-0.018893044
113,y,y,y,vowel,3: vowel,vowel, - , - , - ,front,close,monophthong, - ,fr,88876,True,False,0.7387612,-0.049970403,-0.020251427,0.80206174,-0.04087984,0.07735087
114,cinq,ɛ̃,cinq,vowel,3: vowel,vowel, - , - , - ,front,open,nasal, - ,fr,57477,True,False,0.71481967,0.26550883,0.14051497,0.8058687,0.01520999,-0.054221425
115,k,k,K,consonant,1: obstruents,plosive,dorsal,velar/uvular,voiceless, - , - , - ,k,fr,135627,True,True,0.7378966,-0.16346961,-0.004512972,0.8140993,0.050493136,0.017631982
116,un,œ̃,un,vowel,3: vowel,vowel, - , - , - ,front,open,nasal, - ,fr,15171,True,False,0.6796987,0.2560151,0.046992946,0.76757574,0.11326734,-0.056583486
117,f,f,F,consonant,1: obstruents,fricative,labial,labial,voiceless, - , - , - ,f,fr,48598,True,True,0.7112557,-0.26930848,0.19068177,0.7788355,-0.22505863,-0.36541423
118,w,w,W,consonant,2: nasal/approximant,approximant, - ,velar/uvular, - , - , - , - , - ,fr,43272,True,False,0.71850944,0.06748989,-0.039421976,0.791954,0.029116642,-0.028211486
119,g,g,G,consonant,1: obstruents,plosive,dorsal,velar/uvular,voiced, - , - , - ,k,fr,24112,True,True,0.6991962,-0.052778848,-0.26409742,0.7920174,0.25174364,0.31328982
120,N,ɔ̃,ons,vowel,3: vowel,vowel, - , - , - ,back,mid,nasal, - ,fr,71498,True,False,0.7438882,0.1867547,-0.08340092,0.82946754,0.07533644,0.027421072
121,z,z,Z,consonant,1: obstruents,fricative,coronal,dental/alveolar,voiced, - , - , - ,s,fr,41531,True,True,0.68823814,-0.13742074,0.033941146,0.76489675,-0.10017212,0.082365416
122,huit,ɥ,huit,consonant,2: nasal/approximant,approximant, - ,postalveolar/palatal, - , - , - , - , - ,fr,18010,True,False,0.7210274,-0.13651456,-0.09050951,0.77938944,-0.024962792,-0.011176755
123,v,v,V,consonant,1: obstruents,fricative,labial,labial,voiced, - , - , - ,f,fr,94351,True,True,0.7644196,-0.04004197,-0.13518487,0.85504365,0.11897879,-0.07443146
124,S,ʃ,SH,consonant,1: obstruents,fricative, - ,postalveolar/palatal,voiceless, - , - , - ,ʃ,fr,24009,True,True,0.6719859,-0.33197868,0.30405158,0.7424215,-0.41515467,-0.018432375
125,neuf,œ,/,vowel,3: vowel,vowel, - , - , - ,front,mid,monophthong, - ,fr,18661,True,False,0.7068728,0.19957966,0.20210792,0.7809751,-0.054044664,0.025937188
126,Z,ʒ,ZH,consonant,1: obstruents,fricative, - ,postalveolar/palatal,voiced, - , - , - ,ʃ,fr,50971,True,True,0.69260436,-0.23738186,0.1074818,0.77238274,-0.2191681,0.2061519
127,b,b,B,consonant,1: obstruents,plosive,labial,labial,voiced, - , - , - ,p,fr,47877,True,True,0.72974914,-0.013820623,-0.35029337,0.82295465,0.36095318,0.06655849
128,G, - ,NG, - , - , - , - , - , - , - , - , - , - ,fr,164,False,False,0.5297191,-0.0047694966,-0.15555964,0.6108785,0.08229461,0.16311826
129,x, - ,X, - , - , - , - , - , - , - , - , - , - ,fr,63,False,False,0.41074592,-0.19876291,0.14715534,0.47889206,-0.24327372,0.13122965
