,time,word,phoneme,pca_0,pca_1,pca_2
76,0.76,8076,95,0.6335440295879128,0.3384382796074232,0.7170832301809371
77,0.77,8076,95,0.6023350539076215,0.45318949977234835,0.6975308815926203
78,0.78,8076,95,0.576592588127173,0.4862733878480432,0.5202050308208687
79,0.79,8076,95,0.5943198330374155,0.42168727459932914,0.2676092622781378
80,0.8,8076,95,0.6130016328702439,0.32187047848278294,-0.020899178026148886
81,0.81,8076,123,0.6473727078270415,0.17705033230039569,-0.23774833083193342
82,0.8200000000000001,8076,123,0.6780751086132962,-0.039386989425682056,-0.4955709920913994
83,0.8300000000000001,8076,123,0.6934375867719528,-0.20203075511025204,-0.6130556384341705
84,0.84,8076,123,0.7060635983724483,-0.2710709147055104,-0.5995023872624532
85,0.85,8076,123,0.710028009858341,-0.18174947887772092,-0.4137401695394728
86,0.86,8076,107,0.7131482762442951,-0.12360548077455213,-0.2556527642187669
87,0.87,8076,107,0.6912408353019344,-0.09116557926628652,-0.1213648582530944
88,0.88,8076,107,0.6553324459831333,-0.10140513975676324,0.03236485061242714
89,0.89,8076,107,0.6344864895702034,-0.06284937616546693,0.12557332938415944
90,0.9,8076,107,0.6254173257851534,0.03995715918069975,0.18440725485903456
91,0.91,8076,107,0.6209310892115267,0.16334569167357085,0.12311908584406757
92,0.92,8076,115,0.6182302401058637,0.23301352382993595,0.01672966820693919
93,0.93,8076,115,0.6244637836611779,0.28324382286078886,-0.1513010700532905
94,0.9400000000000001,8076,115,0.6277472377904348,0.23442559944789662,-0.3500920403415495
95,0.9500000000000001,8076,115,0.6272933506119924,0.1324251101484354,-0.5739313424527377
96,0.96,8076,115,0.6263214080070851,0.02650613077737249,-0.7323599481954575
97,0.97,8076,115,0.6306278639560023,-0.03417870338320663,-0.8504879636729619
98,0.98,8026,103,0.6387191602355232,-0.022570313691190516,-0.9179267467709937
99,0.99,8026,103,0.6487587601758105,-0.056280765131195946,-0.9920009075696887
100,1.0,8026,103,0.6616073679571326,-0.03085257401716706,-1.0411150474604995
101,1.01,8026,103,0.6691835289999718,-0.0069878739598887435,-1.0554243297750494
102,1.02,8026,103,0.6685319400787795,0.04580649347638617,-1.0655200792471602
103,1.03,8026,103,0.6599254820007102,0.06194848575556949,-1.0584398488210276
104,1.04,8026,103,0.6447297245488668,0.033914124767798814,-1.0906486123902863
105,1.05,8026,103,0.6067318655911029,-0.05603636163743639,-1.1492547821130108
106,1.06,8026,103,0.5745133397384794,-0.07374206723548529,-1.2909255976019505
107,1.07,8026,103,0.5582034122173404,-0.13785480503403963,-1.34429578333634
108,1.08,8026,103,0.5859542007506691,-0.12305501090298092,-1.3165334138032208
109,1.09,8026,103,0.6147807609961937,-0.1369043834811729,-1.1197478898061084
110,1.1,8026,103,0.6451702526483867,-0.037413445306580195,-0.8923517474896038
111,1.11,8026,105,0.6627554016971191,0.08755826668645884,-0.628767820543256
112,1.12,8026,105,0.6732510106703051,0.1944017350722738,-0.38537783468700093
113,1.1300000000000001,8026,105,0.6790937913345705,0.2724270874421658,-0.19418071198698464
114,1.1400000000000001,8026,105,0.6825536092273964,0.3208807464164982,-0.06079712634006652
115,1.1500000000000001,8026,105,0.6903649817489006,0.3468096361053319,0.0002572284790654279
116,1.16,8026,105,0.6948816753261108,0.36198762589163064,0.016715027969815915
117,1.17,8026,105,0.6960130483206229,0.36480545243247176,0.03123315441785012
118,1.18,8026,105,0.7009742784048385,0.37505066751349053,0.0461090531245602
119,1.19,8026,105,0.701681971093624,0.40217269325181565,0.08401289877491126
120,1.2,8026,105,0.7043587356211043,0.40356953203132695,0.11144548795992291
121,1.21,8026,105,0.7031293711813111,0.40223811617880395,0.18868271288234273
122,1.22,8026,105,0.7073679154443777,0.3720419638594824,0.24242547246583634
123,1.23,8026,105,0.7088092412571823,0.3279735549076761,0.25130194669891104
124,1.24,8026,105,0.7078777356981253,0.2613501920469507,0.19768345911735027
125,1.25,8026,105,0.6966152155964035,0.19365599971651937,0.1046826026698684
126,1.26,8026,105,0.6978468453318665,0.14670221256135152,-0.029829064786895995
127,1.27,8026,105,0.7096419006425562,0.1078748697149322,-0.16611506928556086
128,1.28,9566,94,0.7319862675670165,0.1110777353210195,-0.2481291084896416
129,1.29,9566,94,0.7410155534393041,0.1433315272282063,-0.30482659175914917
130,1.3,9566,94,0.7398072099044087,0.18670768407981211,-0.3230875521507564
131,1.31,9566,94,0.7284547119145377,0.2294784189363387,-0.3008647806314491
132,1.32,9566,94,0.7150026969391675,0.3295253255323194,-0.1457350044530087
133,1.33,9566,94,0.7014308701997887,0.47092769899942355,0.06732482891909151
134,1.34,9566,94,0.6779305873400371,0.6616796309015438,0.28412724589634375
135,1.35,9566,94,0.6657120380433585,0.8324394187067019,0.46720762574198405
136,1.36,9566,94,0.6445324615044532,0.9670688845683129,0.6071643714247181
137,1.37,9566,112,0.6354835670059001,1.0525878533058024,0.6767644717081076
138,1.3800000000000001,9566,112,0.6285120303009057,1.101680795756184,0.6184710091815714
139,1.3900000000000001,9566,112,0.626565623684566,1.1073839240539205,0.4651972175970219
140,1.4000000000000001,9566,112,0.6363880399611175,1.0543183410662027,0.25992609587420157
141,1.41,9566,112,0.6433257580476867,0.9218085547723925,0.11742319143675782
142,1.42,9566,112,0.663315048447972,0.798244719780337,-0.02993161177676517
143,1.43,9566,112,0.678427546236632,0.6454299823140793,-0.1640948164058312
144,1.44,9566,112,0.6880277476443377,0.5117964281300398,-0.34321010282031356
145,1.45,9566,112,0.6891055738488374,0.3613127527881479,-0.49103537324183627
146,1.46,9566,112,0.6814097674903787,0.3094618127460165,-0.5555938547738298
147,1.47,9566,112,0.6730140766674731,0.28330317949121586,-0.5714302515265188
148,1.48,9566,112,0.6660958591971932,0.3184900665535036,-0.573653313779908
149,1.49,9566,112,0.6599081192311724,0.35415901706959785,-0.5812294327446181
150,1.5,9566,112,0.6548409599571439,0.40985428687735664,-0.5684339908937366
151,1.51,9566,112,0.6452406480142314,0.4172630793868027,-0.572337930719362
152,1.52,9566,112,0.6370034998566102,0.3726595746724014,-0.5997328589537823
153,1.53,9566,112,0.6306871176234985,0.3118125665638703,-0.6392646207815682
154,1.54,9566,112,0.6271589479895211,0.23703194580028913,-0.6521912342735927
155,1.55,9566,112,0.6268053183212559,0.1657714853618558,-0.691856558637963
156,1.56,9566,112,0.6311046636100812,0.13262969032640715,-0.7349389318164687
157,1.57,9566,112,0.6347463810697949,0.17869077264330346,-0.7741736775827723
158,1.58,9566,112,0.631418804727415,0.2214158385154975,-0.7896186928740492
159,1.59,9566,112,0.6210366756692929,0.22559800887335638,-0.805691894437385
160,1.6,9566,119,0.6046455230409676,0.0539391109737173,-0.863448491132895
161,1.61,9566,119,0.6011760097363252,-0.11662925231975778,-0.8994999039773364
162,1.62,9566,119,0.6037544132961599,-0.33519091180756927,-0.9681375745531259
163,1.6300000000000001,9566,119,0.626658816874414,-0.4265206318936734,-0.9921153094656274
164,1.6400000000000001,9566,119,0.653353129654243,-0.4574246122373859,-0.9706767599967996
165,1.6500000000000001,9566,119,0.6747306710966878,-0.38573895967933014,-0.8739260067784196
166,1.6600000000000001,9566,119,0.7068261267103821,-0.2726978447678833,-0.7414929685945145
167,1.67,9566,119,0.7211206926730609,-0.18657532598465926,-0.6423571485313517
168,1.68,9566,119,0.7361502171355415,-0.15591859500303085,-0.5524228008041396
169,1.69,9566,119,0.7261126736045389,-0.16644144251398396,-0.47246320074859816
170,1.7,9566,119,0.7188442752446382,-0.19353426866959517,-0.4224164371631042
171,1.71,9566,119,0.7037590843781406,-0.22398794580106945,-0.4081093737275389
172,1.72,-1,-1,0.69238409064076,-0.22609071989810117,-0.4294113488011889
173,1.73,-1,-1,0.6834205977681296,-0.22770843369705301,-0.4286948359475996
174,1.74,-1,-1,0.682393815173097,-0.19585133486320802,-0.3882595637227355
175,1.75,-1,-1,0.6811549588334951,-0.19715841981419405,-0.3337040032919414
176,1.76,-1,-1,0.6756398595020432,-0.2001462195085559,-0.27380867719905605
177,1.77,-1,-1,0.6694347849932061,-0.2103716570705606,-0.23693998816666717
178,1.78,-1,-1,0.6612987843253235,-0.228023214293734,-0.21555498388016256
179,1.79,-1,-1,0.6608639520194457,-0.2213203649971893,-0.20027480860888996
180,1.8,-1,-1,0.6626441578414304,-0.22374442515960236,-0.18210589800713978
181,1.81,-1,-1,0.6600555973090411,-0.1979838325042529,-0.14278543277540023
182,1.82,-1,-1,0.6436760988411613,-0.21087535363984397,-0.10082995414895213
183,1.83,-1,-1,0.6254045226742023,-0.21144703407397678,-0.07826418043965436
184,1.84,-1,-1,0.6123449867764466,-0.22838287595932166,-0.07899537757078835
185,1.85,-1,-1,0.6129821162307508,-0.21531182683644592,-0.07098575333387369
186,1.86,-1,-1,0.6163402074207985,-0.22917904100781872,-0.06005473452388721
187,1.87,-1,-1,0.6230079875612193,-0.22060363765516766,-0.03730915410563332
188,1.8800000000000001,-1,-1,0.6286036912077742,-0.2379166304837141,-0.04355714179351937
189,1.8900000000000001,-1,-1,0.6327601980736244,-0.2430040700128981,-0.034597517637575105
190,1.9000000000000001,-1,-1,0.630972465210402,-0.2531821404806579,-0.0398840016129966
191,1.9100000000000001,-1,-1,0.6310350289391997,-0.24594271809274193,-0.03187841910988168
192,1.92,-1,-1,0.6297194392807353,-0.25392938753662353,-0.0327760658647983
193,1.93,-1,-1,0.629211919923522,-0.2646094821418855,-0.0039108775951081105
194,1.94,-1,-1,0.6240189407423711,-0.2878084736894412,0.014598894911117377
195,1.95,-1,-1,0.6209513809434227,-0.2907305434435024,0.02102384738912736
196,1.96,-1,-1,0.6190566557283554,-0.2927906834034532,0.008983506711823892
197,1.97,-1,-1,0.6216758135628939,-0.27702691187209916,0.009950841465013105
198,1.98,-1,-1,0.622556830308254,-0.2712449691148614,0.01751822385075724
199,1.99,-1,-1,0.6244149833387583,-0.26491748778106894,0.041076858234100136
200,2.0,-1,-1,0.6250856155983735,-0.26530695919679337,0.04331441525995215
201,2.0100000000000002,-1,-1,0.6266065224650108,-0.26714251587951565,0.059758568937273826
202,2.02,-1,-1,0.6273266763648853,-0.2744676163112981,0.06389943052513505
203,2.0300000000000002,-1,-1,0.6275044910631831,-0.28928078887813136,0.08375112918142597
204,2.04,-1,-1,0.6287220381395076,-0.3152245415359466,-0.04504413550341118
205,2.05,-1,-1,0.6016028009583969,-0.3808463711004647,-0.0887636732016615
206,2.06,-1,-1,0.3928658604928539,-0.2790501856526839,-0.1228042774093421
