,lang,feature,accuracy,permute,epoch,lang_train,init,num_samples
225,fr,sonority,0.4411764705882353,0.0,14,en,none,22925
226,enfr,sonority,0.38348416289592757,0.0,14,en,none,22925
227,en,manner,0.6923076923076923,0.0,14,en,none,22925
228,fr,manner,0.4411764705882353,0.0,14,en,none,22925
229,enfr,manner,0.3981900452488688,0.0,14,en,none,22925
230,en,voicing,0.7647058823529411,0.0,14,en,none,22925
231,fr,voicing,0.0,0.0,14,en,none,22925
232,enfr,voicing,0.5147058823529411,0.0,14,en,none,22925
233,en,place,0.5416666666666666,0.0,14,en,none,22925
234,fr,place,0.15789473684210525,0.0,14,en,none,22925
235,enfr,place,0.23026315789473684,0.0,14,en,none,22925
236,en,placerough,0.42857142857142855,0.0,14,en,none,22925
237,fr,placerough,0.0,0.0,14,en,none,22925
238,enfr,placerough,0.31547619047619047,0.0,14,en,none,22925
239,enfr,lang,0.9863013698630136,0.0,14,en,none,22925
240,en,sonority,0.8717948717948718,0.0,15,en,none,26761
241,fr,sonority,0.4411764705882353,0.0,15,en,none,26761
242,enfr,sonority,0.35407239819004527,0.0,15,en,none,26761
243,en,manner,0.6923076923076923,0.0,15,en,none,26761
244,fr,manner,0.4411764705882353,0.0,15,en,none,26761
245,enfr,manner,0.3981900452488688,0.0,15,en,none,26761
246,en,voicing,0.7647058823529411,0.0,15,en,none,26761
247,fr,voicing,0.0,0.0,15,en,none,26761
248,enfr,voicing,0.4852941176470588,0.0,15,en,none,26761
249,en,place,0.5416666666666666,0.0,15,en,none,26761
250,fr,place,0.10526315789473684,0.0,15,en,none,26761
251,enfr,place,0.20942982456140352,0.0,15,en,none,26761
252,en,placerough,0.5714285714285714,0.0,15,en,none,26761
253,fr,placerough,0.0,0.0,15,en,none,26761
254,enfr,placerough,0.31547619047619047,0.0,15,en,none,26761
255,enfr,lang,0.9863013698630136,0.0,15,en,none,26761
256,en,sonority,0.8717948717948718,0.0,16,en,none,31156
257,fr,sonority,0.4411764705882353,0.0,16,en,none,31156
258,enfr,sonority,0.38348416289592757,0.0,16,en,none,31156
259,en,manner,0.717948717948718,0.0,16,en,none,31156
260,fr,manner,0.4411764705882353,0.0,16,en,none,31156
261,enfr,manner,0.3981900452488688,0.0,16,en,none,31156
262,en,voicing,0.7647058823529411,0.0,16,en,none,31156
263,fr,voicing,0.0,0.0,16,en,none,31156
264,enfr,voicing,0.4852941176470588,0.0,16,en,none,31156
265,en,place,0.5416666666666666,0.0,16,en,none,31156
266,fr,place,0.10526315789473684,0.0,16,en,none,31156
267,enfr,place,0.20942982456140352,0.0,16,en,none,31156
268,en,placerough,0.5714285714285714,0.0,16,en,none,31156
269,fr,placerough,0.0,0.0,16,en,none,31156
270,enfr,placerough,0.30952380952380953,0.0,16,en,none,31156
271,enfr,lang,0.9863013698630136,0.0,16,en,none,31156
272,en,sonority,0.8717948717948718,0.0,17,en,none,36190
273,fr,sonority,0.4411764705882353,0.0,17,en,none,36190
274,enfr,sonority,0.38348416289592757,0.0,17,en,none,36190
275,en,manner,0.717948717948718,0.0,17,en,none,36190
276,fr,manner,0.4411764705882353,0.0,17,en,none,36190
277,enfr,manner,0.3981900452488688,0.0,17,en,none,36190
278,en,voicing,0.7647058823529411,0.0,17,en,none,36190
279,fr,voicing,0.0,0.0,17,en,none,36190
280,enfr,voicing,0.4852941176470588,0.0,17,en,none,36190
281,en,place,0.5416666666666666,0.0,17,en,none,36190
282,fr,place,0.10526315789473684,0.0,17,en,none,36190
283,enfr,place,0.20942982456140352,0.0,17,en,none,36190
284,en,placerough,0.6428571428571429,0.0,17,en,none,36190
285,fr,placerough,0.0,0.0,17,en,none,36190
286,enfr,placerough,0.26785714285714285,0.0,17,en,none,36190
287,enfr,lang,0.9863013698630136,0.0,17,en,none,36190
288,en,sonority,0.8717948717948718,0.0,18,en,none,41957
289,fr,sonority,0.4411764705882353,0.0,18,en,none,41957
290,enfr,sonority,0.38348416289592757,0.0,18,en,none,41957
291,en,manner,0.717948717948718,0.0,18,en,none,41957
292,fr,manner,0.4411764705882353,0.0,18,en,none,41957
293,enfr,manner,0.3981900452488688,0.0,18,en,none,41957
294,en,voicing,0.7647058823529411,0.0,18,en,none,41957
295,fr,voicing,0.0,0.0,18,en,none,41957
296,enfr,voicing,0.4852941176470588,0.0,18,en,none,41957
297,en,place,0.5833333333333334,0.0,18,en,none,41957
298,fr,place,0.10526315789473684,0.0,18,en,none,41957
299,enfr,place,0.20942982456140352,0.0,18,en,none,41957
300,en,placerough,0.6428571428571429,0.0,18,en,none,41957
301,fr,placerough,0.0,0.0,18,en,none,41957
302,enfr,placerough,0.26785714285714285,0.0,18,en,none,41957
303,enfr,lang,0.9863013698630136,0.0,18,en,none,41957
304,en,sonority,0.8717948717948718,0.0,19,en,none,48563
305,fr,sonority,0.4411764705882353,0.0,19,en,none,48563
306,enfr,sonority,0.38348416289592757,0.0,19,en,none,48563
307,en,manner,0.717948717948718,0.0,19,en,none,48563
308,fr,manner,0.4411764705882353,0.0,19,en,none,48563
309,enfr,manner,0.3981900452488688,0.0,19,en,none,48563
310,en,voicing,0.8235294117647058,0.0,19,en,none,48563
311,fr,voicing,0.0,0.0,19,en,none,48563
312,enfr,voicing,0.4852941176470588,0.0,19,en,none,48563
313,en,place,0.5833333333333334,0.0,19,en,none,48563
314,fr,place,0.10526315789473684,0.0,19,en,none,48563
315,enfr,place,0.20942982456140352,0.0,19,en,none,48563
316,en,placerough,0.6428571428571429,0.0,19,en,none,48563
317,fr,placerough,0.0,0.0,19,en,none,48563
318,enfr,placerough,0.30952380952380953,0.0,19,en,none,48563
319,enfr,lang,0.9863013698630136,0.0,19,en,none,48563
320,en,sonority,0.8461538461538461,0.0,20,en,none,56131
321,fr,sonority,0.4411764705882353,0.0,20,en,none,56131
322,enfr,sonority,0.38348416289592757,0.0,20,en,none,56131
323,en,manner,0.717948717948718,0.0,20,en,none,56131
324,fr,manner,0.4411764705882353,0.0,20,en,none,56131
325,enfr,manner,0.3981900452488688,0.0,20,en,none,56131
326,en,voicing,0.7647058823529411,0.0,20,en,none,56131
327,fr,voicing,0.0,0.0,20,en,none,56131
328,enfr,voicing,0.4852941176470588,0.0,20,en,none,56131
329,en,place,0.5833333333333334,0.0,20,en,none,56131
330,fr,place,0.10526315789473684,0.0,20,en,none,56131
331,enfr,place,0.20942982456140352,0.0,20,en,none,56131
332,en,placerough,0.7142857142857143,0.0,20,en,none,56131
333,fr,placerough,0.0,0.0,20,en,none,56131
334,enfr,placerough,0.2738095238095238,0.0,20,en,none,56131
335,enfr,lang,0.9863013698630136,0.0,20,en,none,56131
336,en,sonority,0.8461538461538461,0.0,21,en,none,64800
337,fr,sonority,0.4411764705882353,0.0,21,en,none,64800
338,enfr,sonority,0.36877828054298645,0.0,21,en,none,64800
339,en,manner,0.717948717948718,0.0,21,en,none,64800
340,fr,manner,0.4411764705882353,0.0,21,en,none,64800
341,enfr,manner,0.36877828054298645,0.0,21,en,none,64800
342,en,voicing,0.8235294117647058,0.0,21,en,none,64800
343,fr,voicing,0.0,0.0,21,en,none,64800
344,enfr,voicing,0.4852941176470588,0.0,21,en,none,64800
345,en,place,0.625,0.0,21,en,none,64800
346,fr,place,0.10526315789473684,0.0,21,en,none,64800
347,enfr,place,0.18859649122807015,0.0,21,en,none,64800
348,en,placerough,0.7142857142857143,0.0,21,en,none,64800
349,fr,placerough,0.0,0.0,21,en,none,64800
350,enfr,placerough,0.23214285714285715,0.0,21,en,none,64800
351,enfr,lang,0.9863013698630136,0.0,21,en,none,64800
352,en,sonority,0.8461538461538461,0.0,22,en,none,74730
353,fr,sonority,0.4411764705882353,0.0,22,en,none,74730
354,enfr,sonority,0.36877828054298645,0.0,22,en,none,74730
355,en,manner,0.717948717948718,0.0,22,en,none,74730
356,fr,manner,0.4411764705882353,0.0,22,en,none,74730
357,enfr,manner,0.3393665158371041,0.0,22,en,none,74730
358,en,voicing,0.8235294117647058,0.0,22,en,none,74730
359,fr,voicing,0.0,0.0,22,en,none,74730
360,enfr,voicing,0.4852941176470588,0.0,22,en,none,74730
361,en,place,0.625,0.0,22,en,none,74730
362,fr,place,0.10526315789473684,0.0,22,en,none,74730
363,enfr,place,0.18859649122807015,0.0,22,en,none,74730
364,en,placerough,0.7142857142857143,0.0,22,en,none,74730
365,fr,placerough,0.0,0.0,22,en,none,74730
366,enfr,placerough,0.2738095238095238,0.0,22,en,none,74730
367,enfr,lang,0.9863013698630136,0.0,22,en,none,74730
368,en,sonority,0.8461538461538461,0.0,23,en,none,86105
369,fr,sonority,0.4411764705882353,0.0,23,en,none,86105
370,enfr,sonority,0.36877828054298645,0.0,23,en,none,86105
371,en,manner,0.717948717948718,0.0,23,en,none,86105
372,fr,manner,0.4411764705882353,0.0,23,en,none,86105
373,enfr,manner,0.35407239819004527,0.0,23,en,none,86105
374,en,voicing,0.8235294117647058,0.0,23,en,none,86105
375,fr,voicing,0.0,0.0,23,en,none,86105
376,enfr,voicing,0.4852941176470588,0.0,23,en,none,86105
377,en,place,0.625,0.0,23,en,none,86105
378,fr,place,0.10526315789473684,0.0,23,en,none,86105
379,enfr,place,0.20942982456140352,0.0,23,en,none,86105
380,en,placerough,0.7142857142857143,0.0,23,en,none,86105
381,fr,placerough,0.0,0.0,23,en,none,86105
382,enfr,placerough,0.19047619047619047,0.0,23,en,none,86105
383,enfr,lang,0.9863013698630136,0.0,23,en,none,86105
384,en,sonority,0.8461538461538461,0.0,24,en,none,99136
385,fr,sonority,0.4411764705882353,0.0,24,en,none,99136
386,enfr,sonority,0.36877828054298645,0.0,24,en,none,99136
387,en,manner,0.717948717948718,0.0,24,en,none,99136
388,fr,manner,0.4411764705882353,0.0,24,en,none,99136
389,enfr,manner,0.35407239819004527,0.0,24,en,none,99136
390,en,voicing,0.8235294117647058,0.0,24,en,none,99136
391,fr,voicing,0.0,0.0,24,en,none,99136
392,enfr,voicing,0.4852941176470588,0.0,24,en,none,99136
393,en,place,0.625,0.0,24,en,none,99136
394,fr,place,0.10526315789473684,0.0,24,en,none,99136
395,enfr,place,0.18859649122807015,0.0,24,en,none,99136
396,en,placerough,0.7142857142857143,0.0,24,en,none,99136
397,fr,placerough,0.0,0.0,24,en,none,99136
398,enfr,placerough,0.23214285714285715,0.0,24,en,none,99136
399,enfr,lang,0.9863013698630136,0.0,24,en,none,99136
400,en,sonority,0.8461538461538461,0.0,25,en,none,114063
401,fr,sonority,0.4411764705882353,0.0,25,en,none,114063
402,enfr,sonority,0.36877828054298645,0.0,25,en,none,114063
403,en,manner,0.6923076923076923,0.0,25,en,none,114063
404,fr,manner,0.4411764705882353,0.0,25,en,none,114063
405,enfr,manner,0.35407239819004527,0.0,25,en,none,114063
406,en,voicing,0.8235294117647058,0.0,25,en,none,114063
407,fr,voicing,0.0,0.0,25,en,none,114063
408,enfr,voicing,0.4852941176470588,0.0,25,en,none,114063
409,en,place,0.625,0.0,25,en,none,114063
410,fr,place,0.15789473684210525,0.0,25,en,none,114063
411,enfr,place,0.16776315789473684,0.0,25,en,none,114063
412,en,placerough,0.7142857142857143,0.0,25,en,none,114063
413,fr,placerough,0.0,0.0,25,en,none,114063
414,enfr,placerough,0.26785714285714285,0.0,25,en,none,114063
415,enfr,lang,0.9863013698630136,0.0,25,en,none,114063
416,en,sonority,0.8461538461538461,0.0,26,en,none,131162
417,fr,sonority,0.4411764705882353,0.0,26,en,none,131162
418,enfr,sonority,0.36877828054298645,0.0,26,en,none,131162
419,en,manner,0.717948717948718,0.0,26,en,none,131162
420,fr,manner,0.4411764705882353,0.0,26,en,none,131162
421,enfr,manner,0.35407239819004527,0.0,26,en,none,131162
422,en,voicing,0.8235294117647058,0.0,26,en,none,131162
423,fr,voicing,0.0,0.0,26,en,none,131162
424,enfr,voicing,0.4852941176470588,0.0,26,en,none,131162
425,en,place,0.7083333333333334,0.0,26,en,none,131162
426,fr,place,0.15789473684210525,0.0,26,en,none,131162
427,enfr,place,0.16776315789473684,0.0,26,en,none,131162
428,en,placerough,0.7142857142857143,0.0,26,en,none,131162
429,fr,placerough,0.0,0.0,26,en,none,131162
430,enfr,placerough,0.22619047619047616,0.0,26,en,none,131162
431,enfr,lang,0.9863013698630136,0.0,26,en,none,131162
432,en,sonority,0.8461538461538461,0.0,27,en,none,150750
433,fr,sonority,0.4411764705882353,0.0,27,en,none,150750
434,enfr,sonority,0.36877828054298645,0.0,27,en,none,150750
435,en,manner,0.717948717948718,0.0,27,en,none,150750
436,fr,manner,0.4411764705882353,0.0,27,en,none,150750
437,enfr,manner,0.3246606334841629,0.0,27,en,none,150750
438,en,voicing,0.8235294117647058,0.0,27,en,none,150750
439,fr,voicing,0.0,0.0,27,en,none,150750
440,enfr,voicing,0.4852941176470588,0.0,27,en,none,150750
441,en,place,0.7083333333333334,0.0,27,en,none,150750
442,fr,place,0.15789473684210525,0.0,27,en,none,150750
443,enfr,place,0.18859649122807015,0.0,27,en,none,150750
444,en,placerough,0.7857142857142857,0.0,27,en,none,150750
445,fr,placerough,0.0,0.0,27,en,none,150750
446,enfr,placerough,0.22619047619047616,0.0,27,en,none,150750
447,enfr,lang,0.9863013698630136,0.0,27,en,none,150750
448,en,sonority,0.8461538461538461,0.0,28,en,none,173188
449,fr,sonority,0.4411764705882353,0.0,28,en,none,173188
450,enfr,sonority,0.36877828054298645,0.0,28,en,none,173188
451,en,manner,0.717948717948718,0.0,28,en,none,173188
452,fr,manner,0.4411764705882353,0.0,28,en,none,173188
453,enfr,manner,0.36877828054298645,0.0,28,en,none,173188
454,en,voicing,0.8823529411764706,0.0,28,en,none,173188
455,fr,voicing,0.0,0.0,28,en,none,173188
456,enfr,voicing,0.4852941176470588,0.0,28,en,none,173188
457,en,place,0.7083333333333334,0.0,28,en,none,173188
458,fr,place,0.15789473684210525,0.0,28,en,none,173188
459,enfr,place,0.18859649122807015,0.0,28,en,none,173188
460,en,placerough,0.7857142857142857,0.0,28,en,none,173188
461,fr,placerough,0.0,0.0,28,en,none,173188
462,enfr,placerough,0.26785714285714285,0.0,28,en,none,173188
463,enfr,lang,0.9863013698630136,0.0,28,en,none,173188
464,en,sonority,0.8461538461538461,0.0,29,en,none,198891
465,fr,sonority,0.4411764705882353,0.0,29,en,none,198891
466,enfr,sonority,0.36877828054298645,0.0,29,en,none,198891
467,en,manner,0.717948717948718,0.0,29,en,none,198891
468,fr,manner,0.4411764705882353,0.0,29,en,none,198891
469,enfr,manner,0.38348416289592757,0.0,29,en,none,198891
