,lang,feature,accuracy,permute,z
52,fr,sonority,0.23529411764705882,4.0,
53,en,sonority,0.41025641025641024,4.0,
54,fren,sonority,0.32654600301659126,4.0,
55,fr,manner,0.35294117647058826,4.0,
56,en,manner,0.2564102564102564,4.0,
57,fren,manner,0.21832579185520362,4.0,
58,fr,voicing,0.16666666666666666,4.0,
59,en,voicing,0.29411764705882354,4.0,
60,fren,voicing,0.5563725490196079,4.0,
61,fr,place,0.2631578947368421,4.0,
62,en,place,0.20833333333333334,4.0,
63,fren,place,0.23026315789473684,4.0,
64,fren,lang,0.5342465753424658,4.0,
65,fr,sonority,0.2647058823529412,5.0,
66,en,sonority,0.41025641025641024,5.0,
67,fren,sonority,0.33748114630467574,5.0,
68,fr,manner,0.23529411764705882,5.0,
69,en,manner,0.2564102564102564,5.0,
70,fren,manner,0.29901960784313725,5.0,
71,fr,voicing,1.0,5.0,
72,en,voicing,0.47058823529411764,5.0,
73,fren,voicing,0.5147058823529411,5.0,
74,fr,place,0.21052631578947367,5.0,
75,en,place,0.125,5.0,
76,fren,place,0.24561403508771928,5.0,
77,fren,lang,0.6164383561643836,5.0,
78,fr,sonority,0.38235294117647056,6.0,
79,en,sonority,0.3076923076923077,6.0,
80,fren,sonority,0.23114630467571642,6.0,
81,fr,manner,0.3235294117647059,6.0,
82,en,manner,0.41025641025641024,6.0,
83,fren,manner,0.15799396681749622,6.0,
84,fr,voicing,0.3333333333333333,6.0,
85,en,voicing,0.5294117647058824,6.0,
86,fren,voicing,0.5318627450980392,6.0,
87,fr,place,0.21052631578947367,6.0,
88,en,place,0.3333333333333333,6.0,
89,fren,place,0.20942982456140352,6.0,
90,fren,lang,0.4383561643835616,6.0,
91,fr,sonority,0.4411764705882353,7.0,
92,en,sonority,0.46153846153846156,7.0,
93,fren,sonority,0.3944193061840121,7.0,
94,fr,manner,0.23529411764705882,7.0,
95,en,manner,0.2564102564102564,7.0,
96,fren,manner,0.2515082956259427,7.0,
97,fr,voicing,0.5833333333333334,7.0,
98,en,voicing,0.5294117647058824,7.0,
99,fren,voicing,0.5147058823529411,7.0,
100,fr,place,0.10526315789473684,7.0,
101,en,place,0.2916666666666667,7.0,
102,fren,place,0.256578947368421,7.0,
103,fren,lang,0.4931506849315068,7.0,
104,fr,sonority,0.3235294117647059,8.0,
105,en,sonority,0.4358974358974359,8.0,
106,fren,sonority,0.41289592760180993,8.0,
107,fr,manner,0.38235294117647056,8.0,
108,en,manner,0.28205128205128205,8.0,
109,fren,manner,0.30090497737556565,8.0,
110,fr,voicing,0.8333333333333334,8.0,
111,en,voicing,0.7647058823529411,8.0,
112,fren,voicing,0.4852941176470588,8.0,
113,fr,place,0.2631578947368421,8.0,
114,en,place,0.16666666666666666,8.0,
115,fren,place,0.23026315789473684,8.0,
116,fren,lang,0.4931506849315068,8.0,
117,fr,sonority,0.29411764705882354,9.0,
118,en,sonority,0.3076923076923077,9.0,
119,fren,sonority,0.46417797888386125,9.0,
120,fr,manner,0.3235294117647059,9.0,
121,en,manner,0.358974358974359,9.0,
122,fren,manner,0.17986425339366516,9.0,
123,fr,voicing,0.25,9.0,
124,en,voicing,0.29411764705882354,9.0,
125,fren,voicing,0.5441176470588236,9.0,
126,fr,place,0.05263157894736842,9.0,
127,en,place,0.2916666666666667,9.0,
128,fren,place,0.14144736842105263,9.0,
129,fren,lang,0.4246575342465753,9.0,
130,fr,sonority,0.35294117647058826,10.0,
131,en,sonority,0.5128205128205128,10.0,
132,fren,sonority,0.2714932126696833,10.0,
133,fr,manner,0.23529411764705882,10.0,
134,en,manner,0.23076923076923078,10.0,
135,fren,manner,0.37254901960784315,10.0,
136,fr,voicing,0.6666666666666666,10.0,
137,en,voicing,0.5294117647058824,10.0,
138,fren,voicing,0.4019607843137255,10.0,
139,fr,place,0.2631578947368421,10.0,
140,en,place,0.25,10.0,
141,fren,place,0.2357456140350877,10.0,
142,fren,lang,0.5068493150684932,10.0,
143,fr,sonority,0.29411764705882354,11.0,
144,en,sonority,0.28205128205128205,11.0,
145,fren,sonority,0.40912518853695323,11.0,
146,fr,manner,0.14705882352941177,11.0,
147,en,manner,0.3076923076923077,11.0,
148,fren,manner,0.12104072398190047,11.0,
149,fr,voicing,0.6666666666666666,11.0,
150,en,voicing,0.29411764705882354,11.0,
151,fren,voicing,0.5735294117647058,11.0,
152,fr,place,0.42105263157894735,11.0,
153,en,place,0.041666666666666664,11.0,
154,fren,place,0.10526315789473684,11.0,
155,fren,lang,0.547945205479452,11.0,
156,fr,sonority,0.2647058823529412,12.0,
157,en,sonority,0.358974358974359,12.0,
158,fren,sonority,0.42571644042232276,12.0,
159,fr,manner,0.3235294117647059,12.0,
160,en,manner,0.2564102564102564,12.0,
161,fren,manner,0.29751131221719457,12.0,
162,fr,voicing,1.0,12.0,
163,en,voicing,0.35294117647058826,12.0,
164,fren,voicing,0.6813725490196079,12.0,
165,fr,place,0.10526315789473684,12.0,
166,en,place,0.20833333333333334,12.0,
167,fren,place,0.14144736842105263,12.0,
168,fren,lang,0.547945205479452,12.0,
169,fr,sonority,0.35294117647058826,13.0,
170,en,sonority,0.358974358974359,13.0,
171,fren,sonority,0.3744343891402715,13.0,
172,fr,manner,0.3235294117647059,13.0,
173,en,manner,0.15384615384615385,13.0,
174,fren,manner,0.17609351432880843,13.0,
175,fr,voicing,0.5833333333333334,13.0,
176,en,voicing,0.4117647058823529,13.0,
177,fren,voicing,0.6985294117647058,13.0,
178,fr,place,0.3684210526315789,13.0,
179,en,place,0.041666666666666664,13.0,
180,fren,place,0.28289473684210525,13.0,
181,fren,lang,0.5342465753424658,13.0,
182,fr,sonority,0.38235294117647056,14.0,
183,en,sonority,0.4358974358974359,14.0,
184,fren,sonority,0.3393665158371041,14.0,
185,fr,manner,0.14705882352941177,14.0,
186,en,manner,0.15384615384615385,14.0,
187,fren,manner,0.21832579185520362,14.0,
188,fr,voicing,0.5833333333333334,14.0,
189,en,voicing,0.29411764705882354,14.0,
190,fren,voicing,0.4852941176470588,14.0,
191,fr,place,0.05263157894736842,14.0,
192,en,place,0.20833333333333334,14.0,
193,fren,place,0.3355263157894737,14.0,
194,fren,lang,0.547945205479452,14.0,
195,fr,sonority,0.5,15.0,
196,en,sonority,0.38461538461538464,15.0,
197,fren,sonority,0.26244343891402716,15.0,
198,fr,manner,0.3235294117647059,15.0,
199,en,manner,0.20512820512820512,15.0,
200,fren,manner,0.3706636500754148,15.0,
201,fr,voicing,0.3333333333333333,15.0,
202,en,voicing,0.35294117647058826,15.0,
203,fren,voicing,0.4852941176470588,15.0,
204,fr,place,0.3157894736842105,15.0,
205,en,place,0.16666666666666666,15.0,
206,fren,place,0.30372807017543857,15.0,
207,fren,lang,0.5068493150684932,15.0,
208,fr,sonority,0.4117647058823529,16.0,
209,en,sonority,0.3333333333333333,16.0,
210,fren,sonority,0.33597285067873306,16.0,
211,fr,manner,0.3235294117647059,16.0,
212,en,manner,0.28205128205128205,16.0,
213,fren,manner,0.3706636500754148,16.0,
214,fr,voicing,0.25,16.0,
215,en,voicing,0.7058823529411765,16.0,
216,fren,voicing,0.5147058823529411,16.0,
217,fr,place,0.10526315789473684,16.0,
218,en,place,0.16666666666666666,16.0,
219,fren,place,0.12061403508771928,16.0,
220,fren,lang,0.4520547945205479,16.0,
221,fr,sonority,0.29411764705882354,17.0,
222,en,sonority,0.358974358974359,17.0,
223,fren,sonority,0.42194570135746606,17.0,
224,fr,manner,0.4117647058823529,17.0,
225,en,manner,0.20512820512820512,17.0,
226,fren,manner,0.3355957767722474,17.0,
227,fr,voicing,0.3333333333333333,17.0,
228,en,voicing,0.23529411764705882,17.0,
229,fren,voicing,0.6446078431372549,17.0,
230,fr,place,0.42105263157894735,17.0,
231,en,place,0.20833333333333334,17.0,
232,fren,place,0.256578947368421,17.0,
233,fren,lang,0.6575342465753424,17.0,
234,fr,sonority,0.4117647058823529,18.0,
235,en,sonority,0.46153846153846156,18.0,
236,fren,sonority,0.3944193061840121,18.0,
237,fr,manner,0.29411764705882354,18.0,
238,en,manner,0.1794871794871795,18.0,
239,fren,manner,0.165158371040724,18.0,
240,fr,voicing,0.5833333333333334,18.0,
241,en,voicing,0.35294117647058826,18.0,
242,fren,voicing,0.45588235294117646,18.0,
243,fr,place,0.2631578947368421,18.0,
244,en,place,0.25,18.0,
245,fren,place,0.17763157894736842,18.0,
246,fren,lang,0.4657534246575342,18.0,
247,fr,sonority,0.17647058823529413,19.0,
248,en,sonority,0.38461538461538464,19.0,
249,fren,sonority,0.3137254901960784,19.0,
250,fr,manner,0.35294117647058826,19.0,
251,en,manner,0.38461538461538464,19.0,
252,fren,manner,0.2070135746606335,19.0,
253,fr,voicing,0.6666666666666666,19.0,
254,en,voicing,0.6470588235294118,19.0,
255,fren,voicing,0.38480392156862747,19.0,
256,fr,place,0.15789473684210525,19.0,
257,en,place,0.375,19.0,
258,fren,place,0.30372807017543857,19.0,
259,fren,lang,0.684931506849315,19.0,
260,fr,sonority,0.23529411764705882,20.0,
261,en,sonority,0.41025641025641024,20.0,
262,fren,sonority,0.38348416289592757,20.0,
263,fr,manner,0.20588235294117646,20.0,
264,en,manner,0.1282051282051282,20.0,
265,fren,manner,0.21644042232277527,20.0,
266,fr,voicing,0.5833333333333334,20.0,
267,en,voicing,0.5294117647058824,20.0,
268,fren,voicing,0.4730392156862745,20.0,
269,fr,place,0.15789473684210525,20.0,
270,en,place,0.2916666666666667,20.0,
271,fren,place,0.256578947368421,20.0,
272,fren,lang,0.5205479452054794,20.0,
273,fr,sonority,0.35294117647058826,21.0,
274,en,sonority,0.3076923076923077,21.0,
275,fren,sonority,0.3431372549019608,21.0,
276,fr,manner,0.2647058823529412,21.0,
277,en,manner,0.358974358974359,21.0,
278,fren,manner,0.3246606334841629,21.0,
279,fr,voicing,0.5833333333333334,21.0,
280,en,voicing,0.5882352941176471,21.0,
281,fren,voicing,0.49754901960784315,21.0,
282,fr,place,0.42105263157894735,21.0,
283,en,place,0.16666666666666666,21.0,
284,fren,place,0.256578947368421,21.0,
285,fren,lang,0.4794520547945205,21.0,
286,fr,sonority,0.35294117647058826,22.0,
287,en,sonority,0.48717948717948717,22.0,
288,fren,sonority,0.3284313725490196,22.0,
289,fr,manner,0.2647058823529412,22.0,
290,en,manner,0.28205128205128205,22.0,
291,fren,manner,0.28054298642533937,22.0,
292,fr,voicing,0.5833333333333334,22.0,
293,en,voicing,0.5882352941176471,22.0,
294,fren,voicing,0.3431372549019608,22.0,
295,fr,place,0.15789473684210525,22.0,
296,en,place,0.2916666666666667,22.0,
297,fren,place,0.16776315789473684,22.0,
298,fren,lang,0.4383561643835616,22.0,
299,fr,sonority,0.4411764705882353,23.0,
300,en,sonority,0.3076923076923077,23.0,
301,fren,sonority,0.3891402714932127,23.0,
302,fr,manner,0.3235294117647059,23.0,
303,en,manner,0.3076923076923077,23.0,
304,fren,manner,0.2718702865761689,23.0,
305,fr,voicing,0.5,23.0,
306,en,voicing,0.5882352941176471,23.0,
307,fren,voicing,0.5441176470588236,23.0,
308,fr,place,0.3157894736842105,23.0,
309,en,place,0.20833333333333334,23.0,
310,fren,place,0.18311403508771928,23.0,
311,fren,lang,0.6027397260273972,23.0,
312,fr,sonority,0.38235294117647056,24.0,
313,en,sonority,0.358974358974359,24.0,
314,fren,sonority,0.44758672699849167,24.0,
315,fr,manner,0.3235294117647059,24.0,
316,en,manner,0.3333333333333333,24.0,
317,fren,manner,0.23831070889894418,24.0,
318,fr,voicing,0.5833333333333334,24.0,
319,en,voicing,0.17647058823529413,24.0,
320,fren,voicing,0.25980392156862747,24.0,
321,fr,place,0.2631578947368421,24.0,
322,en,place,0.20833333333333334,24.0,
323,fren,place,0.256578947368421,24.0,
324,fren,lang,0.4657534246575342,24.0,
325,fr,sonority,0.29411764705882354,25.0,
326,en,sonority,0.28205128205128205,25.0,
327,fren,sonority,0.2933634992458522,25.0,
328,fr,manner,0.23529411764705882,25.0,
329,en,manner,0.23076923076923078,25.0,
330,fren,manner,0.40007541478129716,25.0,
331,fr,voicing,0.0,25.0,
332,en,voicing,0.35294117647058826,25.0,
333,fren,voicing,0.4852941176470588,25.0,
334,fr,place,0.21052631578947367,25.0,
335,en,place,0.125,25.0,
336,fren,place,0.256578947368421,25.0,
337,fren,lang,0.5342465753424658,25.0,
338,fr,sonority,0.38235294117647056,26.0,
339,en,sonority,0.38461538461538464,26.0,
340,fren,sonority,0.35218702865761686,26.0,
341,fr,manner,0.35294117647058826,26.0,
342,en,manner,0.2564102564102564,26.0,
343,fren,manner,0.15233785822021118,26.0,
344,fr,voicing,1.0,26.0,
345,en,voicing,0.23529411764705882,26.0,
346,fren,voicing,0.42647058823529416,26.0,
347,fr,place,0.3684210526315789,26.0,
348,en,place,0.08333333333333333,26.0,
349,fren,place,0.2357456140350877,26.0,
350,fren,lang,0.3972602739726027,26.0,
351,fr,sonority,0.5,27.0,
352,en,sonority,0.2564102564102564,27.0,
353,fren,sonority,0.40912518853695323,27.0,
354,fr,manner,0.35294117647058826,27.0,
355,en,manner,0.07692307692307693,27.0,
356,fren,manner,0.330316742081448,27.0,
357,fr,voicing,0.25,27.0,
358,en,voicing,0.5882352941176471,27.0,
359,fren,voicing,0.4730392156862745,27.0,
360,fr,place,0.2631578947368421,27.0,
361,en,place,0.2916666666666667,27.0,
362,fren,place,0.256578947368421,27.0,
363,fren,lang,0.5205479452054794,27.0,
364,fr,sonority,0.29411764705882354,28.0,
365,en,sonority,0.3333333333333333,28.0,
366,fren,sonority,0.41289592760180993,28.0,
367,fr,manner,0.35294117647058826,28.0,
368,en,manner,0.3333333333333333,28.0,
369,fren,manner,0.11010558069381599,28.0,
370,fr,voicing,0.5833333333333334,28.0,
371,en,voicing,0.5882352941176471,28.0,
372,fren,voicing,0.5980392156862745,28.0,
373,fr,place,0.2631578947368421,28.0,
374,en,place,0.16666666666666666,28.0,
375,fren,place,0.26644736842105265,28.0,
376,fren,lang,0.5205479452054794,28.0,
377,fr,sonority,0.3235294117647059,29.0,
378,en,sonority,0.28205128205128205,29.0,
379,fren,sonority,0.35407239819004527,29.0,
380,fr,manner,0.35294117647058826,29.0,
381,en,manner,0.23076923076923078,29.0,
382,fren,manner,0.165158371040724,29.0,
383,fr,voicing,0.3333333333333333,29.0,
384,en,voicing,0.4117647058823529,29.0,
385,fren,voicing,0.5612745098039216,29.0,
386,fr,place,0.2631578947368421,29.0,
387,en,place,0.16666666666666666,29.0,
388,fren,place,0.2149122807017544,29.0,
389,fren,lang,0.5205479452054794,29.0,
390,fr,sonority,0.4117647058823529,30.0,
391,en,sonority,0.23076923076923078,30.0,
392,fren,sonority,0.42760180995475117,30.0,
393,fr,manner,0.08823529411764706,30.0,
394,en,manner,0.2564102564102564,30.0,
395,fren,manner,0.39253393665158376,30.0,
396,fr,voicing,0.3333333333333333,30.0,
397,en,voicing,0.23529411764705882,30.0,
398,fren,voicing,0.42647058823529416,30.0,
399,fr,place,0.0,30.0,
400,en,place,0.08333333333333333,30.0,
401,fren,place,0.34539473684210525,30.0,
402,fren,lang,0.4931506849315068,30.0,
403,fr,sonority,0.2647058823529412,31.0,
404,en,sonority,0.2564102564102564,31.0,
405,fren,sonority,0.41289592760180993,31.0,
406,fr,manner,0.29411764705882354,31.0,
407,en,manner,0.23076923076923078,31.0,
408,fren,manner,0.26244343891402716,31.0,
409,fr,voicing,0.3333333333333333,31.0,
410,en,voicing,0.6470588235294118,31.0,
411,fren,voicing,0.5147058823529411,31.0,
412,fr,place,0.21052631578947367,31.0,
413,en,place,0.08333333333333333,31.0,
414,fren,place,0.3508771929824561,31.0,
415,fren,lang,0.5753424657534246,31.0,
416,fr,sonority,0.4411764705882353,32.0,
417,en,sonority,0.3333333333333333,32.0,
418,fren,sonority,0.1779788838612368,32.0,
419,fr,manner,0.4411764705882353,32.0,
420,en,manner,0.2564102564102564,32.0,
421,fren,manner,0.28054298642533937,32.0,
422,fr,voicing,0.5833333333333334,32.0,
423,en,voicing,0.7647058823529411,32.0,
424,fren,voicing,0.4852941176470588,32.0,
425,fr,place,0.15789473684210525,32.0,
426,en,place,0.25,32.0,
427,fren,place,0.18859649122807015,32.0,
428,fren,lang,0.5068493150684932,32.0,
429,fr,sonority,0.5588235294117647,33.0,
430,en,sonority,0.3333333333333333,33.0,
431,fren,sonority,0.2937405731523378,33.0,
432,fr,manner,0.38235294117647056,33.0,
433,en,manner,0.23076923076923078,33.0,
434,fren,manner,0.41289592760180993,33.0,
435,fr,voicing,0.8333333333333334,33.0,
436,en,voicing,0.7647058823529411,33.0,
437,fren,voicing,0.5857843137254902,33.0,
438,fr,place,0.21052631578947367,33.0,
439,en,place,0.25,33.0,
440,fren,place,0.24671052631578946,33.0,
441,fren,lang,0.5342465753424658,33.0,
442,fr,sonority,0.2647058823529412,34.0,
443,en,sonority,0.4358974358974359,34.0,
444,fren,sonority,0.4385369532428356,34.0,
445,fr,manner,0.29411764705882354,34.0,
446,en,manner,0.1794871794871795,34.0,
447,fren,manner,0.13197586726998492,34.0,
448,fr,voicing,0.3333333333333333,34.0,
449,en,voicing,0.5294117647058824,34.0,
450,fren,voicing,0.7156862745098038,34.0,
451,fr,place,0.15789473684210525,34.0,
452,en,place,0.125,34.0,
453,fren,place,0.24122807017543857,34.0,
454,fren,lang,0.4246575342465753,34.0,
455,fr,sonority,0.29411764705882354,35.0,
456,en,sonority,0.4358974358974359,35.0,
457,fren,sonority,0.38348416289592757,35.0,
458,fr,manner,0.23529411764705882,35.0,
459,en,manner,0.3076923076923077,35.0,
460,fren,manner,0.2586726998491704,35.0,
461,fr,voicing,0.3333333333333333,35.0,
462,en,voicing,0.47058823529411764,35.0,
463,fren,voicing,0.4387254901960784,35.0,
464,fr,place,0.3684210526315789,35.0,
465,en,place,0.20833333333333334,35.0,
466,fren,place,0.26206140350877194,35.0,
467,fren,lang,0.3561643835616438,35.0,
468,fr,sonority,0.3235294117647059,36.0,
469,en,sonority,0.3076923076923077,36.0,
470,fren,sonority,0.2714932126696833,36.0,
471,fr,manner,0.29411764705882354,36.0,
472,en,manner,0.3076923076923077,36.0,
473,fren,manner,0.28054298642533937,36.0,
474,fr,voicing,0.5833333333333334,36.0,
475,en,voicing,0.5882352941176471,36.0,
476,fren,voicing,0.4019607843137255,36.0,
477,fr,place,0.21052631578947367,36.0,
478,en,place,0.20833333333333334,36.0,
479,fren,place,0.3092105263157895,36.0,
480,fren,lang,0.5753424657534246,36.0,
481,fr,sonority,0.2647058823529412,37.0,
482,en,sonority,0.48717948717948717,37.0,
483,fren,sonority,0.302790346907994,37.0,
484,fr,manner,0.2647058823529412,37.0,
485,en,manner,0.4358974358974359,37.0,
486,fren,manner,0.22737556561085975,37.0,
487,fr,voicing,0.6666666666666666,37.0,
488,en,voicing,0.5882352941176471,37.0,
489,fren,voicing,0.5563725490196079,37.0,
490,fr,place,0.2631578947368421,37.0,
491,en,place,0.3333333333333333,37.0,
492,fren,place,0.30372807017543857,37.0,
493,fren,lang,0.547945205479452,37.0,
494,fr,sonority,0.6176470588235294,38.0,
495,en,sonority,0.3076923076923077,38.0,
496,fren,sonority,0.36161387631975866,38.0,
497,fr,manner,0.3235294117647059,38.0,
498,en,manner,0.15384615384615385,38.0,
499,fren,manner,0.17609351432880843,38.0,
500,fr,voicing,0.5,38.0,
501,en,voicing,0.6470588235294118,38.0,
502,fren,voicing,0.5980392156862745,38.0,
503,fr,place,0.15789473684210525,38.0,
504,en,place,0.2916666666666667,38.0,
505,fren,place,0.26206140350877194,38.0,
506,fren,lang,0.5753424657534246,38.0,
507,fr,sonority,0.38235294117647056,39.0,
508,en,sonority,0.46153846153846156,39.0,
509,fren,sonority,0.3668929110105581,39.0,
510,fr,manner,0.17647058823529413,39.0,
511,en,manner,0.46153846153846156,39.0,
512,fren,manner,0.2292609351432881,39.0,
513,fr,voicing,0.5833333333333334,39.0,
514,en,voicing,0.5882352941176471,39.0,
515,fren,voicing,0.5735294117647058,39.0,
516,fr,place,0.21052631578947367,39.0,
517,en,place,0.08333333333333333,39.0,
518,fren,place,0.5339912280701754,39.0,
519,fren,lang,0.5753424657534246,39.0,
520,fr,sonority,0.4117647058823529,40.0,
521,en,sonority,0.3076923076923077,40.0,
522,fren,sonority,0.3118401206636501,40.0,
523,fr,manner,0.23529411764705882,40.0,
524,en,manner,0.3076923076923077,40.0,
525,fren,manner,0.18514328808446456,40.0,
526,fr,voicing,0.3333333333333333,40.0,
527,en,voicing,0.4117647058823529,40.0,
528,fren,voicing,0.6813725490196079,40.0,
529,fr,place,0.3684210526315789,40.0,
530,en,place,0.16666666666666666,40.0,
531,fren,place,0.36622807017543857,40.0,
532,fren,lang,0.5753424657534246,40.0,
533,fr,sonority,0.29411764705882354,41.0,
534,en,sonority,0.46153846153846156,41.0,
535,fren,sonority,0.44947209653092,41.0,
536,fr,manner,0.2647058823529412,41.0,
537,en,manner,0.28205128205128205,41.0,
538,fren,manner,0.25678733031674206,41.0,
539,fr,voicing,0.4166666666666667,41.0,
540,en,voicing,0.5294117647058824,41.0,
541,fren,voicing,0.5269607843137255,41.0,
542,fr,place,0.05263157894736842,41.0,
543,en,place,0.16666666666666666,41.0,
544,fren,place,0.20942982456140352,41.0,
545,fren,lang,0.410958904109589,41.0,
546,fr,sonority,0.35294117647058826,42.0,
547,en,sonority,0.3333333333333333,42.0,
548,fren,sonority,0.3744343891402715,42.0,
549,fr,manner,0.3235294117647059,42.0,
550,en,manner,0.1282051282051282,42.0,
551,fren,manner,0.24434389140271492,42.0,
552,fr,voicing,0.3333333333333333,42.0,
553,en,voicing,0.5294117647058824,42.0,
554,fren,voicing,0.3480392156862745,42.0,
555,fr,place,0.15789473684210525,42.0,
556,en,place,0.2916666666666667,42.0,
557,fren,place,0.26206140350877194,42.0,
558,fren,lang,0.4794520547945205,42.0,
559,fr,sonority,0.5294117647058824,43.0,
560,en,sonority,0.28205128205128205,43.0,
561,fren,sonority,0.29147812971342385,43.0,
562,fr,manner,0.3235294117647059,43.0,
563,en,manner,0.38461538461538464,43.0,
564,fren,manner,0.12481146304675717,43.0,
565,fr,voicing,0.6666666666666666,43.0,
566,en,voicing,0.5294117647058824,43.0,
567,fren,voicing,0.42647058823529416,43.0,
568,fr,place,0.10526315789473684,43.0,
569,en,place,0.08333333333333333,43.0,
570,fren,place,0.2982456140350877,43.0,
571,fren,lang,0.5342465753424658,43.0,
572,fr,sonority,0.5588235294117647,44.0,
573,en,sonority,0.4358974358974359,44.0,
574,fren,sonority,0.4385369532428356,44.0,
575,fr,manner,0.47058823529411764,44.0,
576,en,manner,0.15384615384615385,44.0,
577,fren,manner,0.28054298642533937,44.0,
578,fr,voicing,0.08333333333333333,44.0,
579,en,voicing,0.47058823529411764,44.0,
580,fren,voicing,0.5147058823529411,44.0,
581,fr,place,0.10526315789473684,44.0,
582,en,place,0.041666666666666664,44.0,
583,fren,place,0.2510964912280702,44.0,
584,fren,lang,0.6027397260273972,44.0,
585,fr,sonority,0.29411764705882354,45.0,
586,en,sonority,0.41025641025641024,45.0,
587,fren,sonority,0.3559577677224736,45.0,
588,fr,manner,0.2647058823529412,45.0,
589,en,manner,0.1794871794871795,45.0,
590,fren,manner,0.1779788838612368,45.0,
591,fr,voicing,0.5,45.0,
592,en,voicing,0.5882352941176471,45.0,
593,fren,voicing,0.4852941176470588,45.0,
594,fr,place,0.2631578947368421,45.0,
595,en,place,0.5416666666666666,45.0,
596,fren,place,0.19407894736842105,45.0,
597,fren,lang,0.547945205479452,45.0,
598,fr,sonority,0.5,46.0,
599,en,sonority,0.3333333333333333,46.0,
600,fren,sonority,0.3963046757164404,46.0,
601,fr,manner,0.20588235294117646,46.0,
602,en,manner,0.3076923076923077,46.0,
603,fren,manner,0.2239819004524887,46.0,
604,fr,voicing,0.5833333333333334,46.0,
605,en,voicing,0.4117647058823529,46.0,
606,fren,voicing,0.5147058823529411,46.0,
607,fr,place,0.21052631578947367,46.0,
608,en,place,0.16666666666666666,46.0,
609,fren,place,0.2774122807017544,46.0,
610,fren,lang,0.4520547945205479,46.0,
611,fr,sonority,0.2647058823529412,47.0,
612,en,sonority,0.3333333333333333,47.0,
613,fren,sonority,0.3706636500754148,47.0,
614,fr,manner,0.3235294117647059,47.0,
615,en,manner,0.23076923076923078,47.0,
616,fren,manner,0.1779788838612368,47.0,
617,fr,voicing,0.5,47.0,
618,en,voicing,0.17647058823529413,47.0,
619,fren,voicing,0.4142156862745098,47.0,
620,fr,place,0.15789473684210525,47.0,
621,en,place,0.16666666666666666,47.0,
622,fren,place,0.2510964912280702,47.0,
623,fren,lang,0.547945205479452,47.0,
624,fr,sonority,0.29411764705882354,48.0,
625,en,sonority,0.38461538461538464,48.0,
626,fren,sonority,0.3080693815987934,48.0,
627,fr,manner,0.29411764705882354,48.0,
628,en,manner,0.28205128205128205,48.0,
629,fren,manner,0.42571644042232276,48.0,
630,fr,voicing,0.5833333333333334,48.0,
631,en,voicing,0.5882352941176471,48.0,
632,fren,voicing,0.6568627450980392,48.0,
633,fr,place,0.42105263157894735,48.0,
634,en,place,0.2916666666666667,48.0,
635,fren,place,0.33442982456140347,48.0,
636,fren,lang,0.547945205479452,48.0,
637,fr,sonority,0.38235294117647056,49.0,
638,en,sonority,0.3333333333333333,49.0,
639,fren,sonority,0.3578431372549019,49.0,
