,lang,feature,accuracy,permute,z
97,fr,voicing,0.3333333333333333,7.0,
98,en,voicing,0.5294117647058824,7.0,
99,fren,voicing,0.6029411764705883,7.0,
100,fr,place,0.15789473684210525,7.0,
101,en,place,0.2916666666666667,7.0,
102,fren,place,0.28289473684210525,7.0,
103,fren,lang,0.4657534246575342,7.0,
104,fr,sonority,0.35294117647058826,8.0,
105,en,sonority,0.2564102564102564,8.0,
106,fren,sonority,0.40912518853695323,8.0,
107,fr,manner,0.23529411764705882,8.0,
108,en,manner,0.38461538461538464,8.0,
109,fren,manner,0.251131221719457,8.0,
110,fr,voicing,0.16666666666666666,8.0,
111,en,voicing,0.058823529411764705,8.0,
112,fren,voicing,0.4681372549019608,8.0,
113,fr,place,0.21052631578947367,8.0,
114,en,place,0.2916666666666667,8.0,
115,fren,place,0.16228070175438597,8.0,
116,fren,lang,0.4520547945205479,8.0,
117,fr,sonority,0.47058823529411764,9.0,
118,en,sonority,0.41025641025641024,9.0,
119,fren,sonority,0.4309954751131222,9.0,
120,fr,manner,0.11764705882352941,9.0,
121,en,manner,0.1794871794871795,9.0,
122,fren,manner,0.28431372549019607,9.0,
123,fr,voicing,0.4166666666666667,9.0,
124,en,voicing,0.29411764705882354,9.0,
125,fren,voicing,0.5441176470588236,9.0,
126,fr,place,0.21052631578947367,9.0,
127,en,place,0.20833333333333334,9.0,
128,fren,place,0.18859649122807015,9.0,
129,fren,lang,0.5342465753424658,9.0,
130,fr,sonority,0.38235294117647056,10.0,
131,en,sonority,0.3333333333333333,10.0,
132,fren,sonority,0.26244343891402716,10.0,
133,fr,manner,0.3235294117647059,10.0,
134,en,manner,0.3333333333333333,10.0,
135,fren,manner,0.3981900452488688,10.0,
136,fr,voicing,0.5833333333333334,10.0,
137,en,voicing,0.5882352941176471,10.0,
138,fren,voicing,0.6274509803921569,10.0,
139,fr,place,0.2631578947368421,10.0,
140,en,place,0.25,10.0,
141,fren,place,0.20942982456140352,10.0,
142,fren,lang,0.3972602739726027,10.0,
143,fr,sonority,0.29411764705882354,11.0,
144,en,sonority,0.358974358974359,11.0,
145,fren,sonority,0.38725490196078427,11.0,
146,fr,manner,0.14705882352941177,11.0,
147,en,manner,0.41025641025641024,11.0,
148,fren,manner,0.2861990950226244,11.0,
149,fr,voicing,0.5,11.0,
150,en,voicing,0.35294117647058826,11.0,
151,fren,voicing,0.28431372549019607,11.0,
152,fr,place,0.10526315789473684,11.0,
153,en,place,0.2916666666666667,11.0,
154,fren,place,0.30372807017543857,11.0,
155,fren,lang,0.5616438356164384,11.0,
156,fr,sonority,0.35294117647058826,12.0,
157,en,sonority,0.23076923076923078,12.0,
158,fren,sonority,0.40007541478129716,12.0,
159,fr,manner,0.14705882352941177,12.0,
160,en,manner,0.15384615384615385,12.0,
161,fren,manner,0.1779788838612368,12.0,
162,fr,voicing,0.5,12.0,
163,en,voicing,0.4117647058823529,12.0,
164,fren,voicing,0.5269607843137255,12.0,
165,fr,place,0.21052631578947367,12.0,
166,en,place,0.3333333333333333,12.0,
167,fren,place,0.1524122807017544,12.0,
168,fren,lang,0.589041095890411,12.0,
169,fr,sonority,0.29411764705882354,13.0,
170,en,sonority,0.15384615384615385,13.0,
171,fren,sonority,0.3668929110105581,13.0,
172,fr,manner,0.3235294117647059,13.0,
173,en,manner,0.15384615384615385,13.0,
174,fren,manner,0.2643288084464555,13.0,
175,fr,voicing,0.3333333333333333,13.0,
176,en,voicing,0.35294117647058826,13.0,
177,fren,voicing,0.4852941176470588,13.0,
178,fr,place,0.2631578947368421,13.0,
179,en,place,0.125,13.0,
180,fren,place,0.256578947368421,13.0,
181,fren,lang,0.4794520547945205,13.0,
182,fr,sonority,0.3235294117647059,14.0,
183,en,sonority,0.41025641025641024,14.0,
184,fren,sonority,0.3797134238310709,14.0,
185,fr,manner,0.4117647058823529,14.0,
186,en,manner,0.28205128205128205,14.0,
187,fren,manner,0.41289592760180993,14.0,
188,fr,voicing,0.25,14.0,
189,en,voicing,0.7647058823529411,14.0,
190,fren,voicing,0.7156862745098038,14.0,
191,fr,place,0.21052631578947367,14.0,
192,en,place,0.16666666666666666,14.0,
193,fren,place,0.2982456140350877,14.0,
194,fren,lang,0.4794520547945205,14.0,
195,fr,sonority,0.38235294117647056,15.0,
196,en,sonority,0.3076923076923077,15.0,
197,fren,sonority,0.34125188536953244,15.0,
198,fr,manner,0.2647058823529412,15.0,
199,en,manner,0.3333333333333333,15.0,
200,fren,manner,0.251131221719457,15.0,
201,fr,voicing,0.25,15.0,
202,en,voicing,0.47058823529411764,15.0,
203,fren,voicing,0.5147058823529411,15.0,
204,fr,place,0.21052631578947367,15.0,
205,en,place,0.3333333333333333,15.0,
206,fren,place,0.09429824561403508,15.0,
207,fren,lang,0.4794520547945205,15.0,
208,fr,sonority,0.29411764705882354,16.0,
209,en,sonority,0.23076923076923078,16.0,
210,fren,sonority,0.36877828054298645,16.0,
211,fr,manner,0.2647058823529412,16.0,
212,en,manner,0.2564102564102564,16.0,
213,fren,manner,0.33408748114630465,16.0,
214,fr,voicing,0.25,16.0,
215,en,voicing,0.5294117647058824,16.0,
216,fren,voicing,0.4852941176470588,16.0,
217,fr,place,0.21052631578947367,16.0,
218,en,place,0.2916666666666667,16.0,
219,fren,place,0.20942982456140352,16.0,
220,fren,lang,0.4657534246575342,16.0,
221,fr,sonority,0.38235294117647056,17.0,
222,en,sonority,0.20512820512820512,17.0,
223,fren,sonority,0.28431372549019607,17.0,
224,fr,manner,0.3235294117647059,17.0,
225,en,manner,0.28205128205128205,17.0,
226,fren,manner,0.2458521870286576,17.0,
227,fr,voicing,0.6666666666666666,17.0,
228,en,voicing,0.6470588235294118,17.0,
229,fren,voicing,0.4019607843137255,17.0,
230,fr,place,0.10526315789473684,17.0,
231,en,place,0.5,17.0,
232,fren,place,0.19407894736842105,17.0,
233,fren,lang,0.4657534246575342,17.0,
234,fr,sonority,0.2647058823529412,18.0,
235,en,sonority,0.3333333333333333,18.0,
236,fren,sonority,0.41289592760180993,18.0,
237,fr,manner,0.2647058823529412,18.0,
238,en,manner,0.1794871794871795,18.0,
239,fren,manner,0.3246606334841629,18.0,
240,fr,voicing,0.25,18.0,
241,en,voicing,0.35294117647058826,18.0,
242,fren,voicing,0.5441176470588236,18.0,
243,fr,place,0.21052631578947367,18.0,
244,en,place,0.041666666666666664,18.0,
245,fren,place,0.2357456140350877,18.0,
246,fren,lang,0.4520547945205479,18.0,
247,fr,sonority,0.4411764705882353,19.0,
248,en,sonority,0.41025641025641024,19.0,
249,fren,sonority,0.43288084464555054,19.0,
250,fr,manner,0.5,19.0,
251,en,manner,0.3076923076923077,19.0,
252,fren,manner,0.24396681749622925,19.0,
253,fr,voicing,0.75,19.0,
254,en,voicing,0.5294117647058824,19.0,
255,fren,voicing,0.4852941176470588,19.0,
256,fr,place,0.15789473684210525,19.0,
257,en,place,0.125,19.0,
258,fren,place,0.30372807017543857,19.0,
259,fren,lang,0.4931506849315068,19.0,
260,fr,sonority,0.35294117647058826,20.0,
261,en,sonority,0.28205128205128205,20.0,
262,fren,sonority,0.33408748114630465,20.0,
263,fr,manner,0.35294117647058826,20.0,
264,en,manner,0.20512820512820512,20.0,
265,fren,manner,0.25339366515837103,20.0,
266,fr,voicing,0.3333333333333333,20.0,
267,en,voicing,0.8235294117647058,20.0,
268,fren,voicing,0.4852941176470588,20.0,
269,fr,place,0.21052631578947367,20.0,
270,en,place,0.125,20.0,
271,fren,place,0.020833333333333332,20.0,
272,fren,lang,0.3561643835616438,20.0,
273,fr,sonority,0.4117647058823529,21.0,
274,en,sonority,0.6153846153846154,21.0,
275,fren,sonority,0.2586726998491704,21.0,
276,fr,manner,0.23529411764705882,21.0,
277,en,manner,0.28205128205128205,21.0,
278,fren,manner,0.23114630467571642,21.0,
279,fr,voicing,0.75,21.0,
280,en,voicing,0.5294117647058824,21.0,
281,fren,voicing,0.49754901960784315,21.0,
282,fr,place,0.10526315789473684,21.0,
283,en,place,0.20833333333333334,21.0,
284,fren,place,0.20394736842105263,21.0,
285,fren,lang,0.4931506849315068,21.0,
286,fr,sonority,0.3235294117647059,22.0,
287,en,sonority,0.5128205128205128,22.0,
288,fren,sonority,0.3431372549019608,22.0,
289,fr,manner,0.3235294117647059,22.0,
290,en,manner,0.3333333333333333,22.0,
291,fren,manner,0.3469079939668175,22.0,
292,fr,voicing,0.25,22.0,
293,en,voicing,0.5882352941176471,22.0,
294,fren,voicing,0.45588235294117646,22.0,
295,fr,place,0.15789473684210525,22.0,
296,en,place,0.25,22.0,
297,fren,place,0.2510964912280702,22.0,
298,fren,lang,0.3972602739726027,22.0,
299,fr,sonority,0.3235294117647059,23.0,
300,en,sonority,0.3076923076923077,23.0,
301,fren,sonority,0.2971342383107089,23.0,
302,fr,manner,0.29411764705882354,23.0,
303,en,manner,0.2564102564102564,23.0,
304,fren,manner,0.43288084464555054,23.0,
305,fr,voicing,0.6666666666666666,23.0,
306,en,voicing,0.11764705882352941,23.0,
307,fren,voicing,0.5441176470588236,23.0,
308,fr,place,0.3157894736842105,23.0,
309,en,place,0.16666666666666666,23.0,
310,fren,place,0.23026315789473684,23.0,
311,fren,lang,0.6164383561643836,23.0,
312,fr,sonority,0.23529411764705882,24.0,
313,en,sonority,0.28205128205128205,24.0,
314,fren,sonority,0.3744343891402715,24.0,
315,fr,manner,0.2647058823529412,24.0,
316,en,manner,0.3076923076923077,24.0,
317,fren,manner,0.38348416289592757,24.0,
318,fr,voicing,0.5833333333333334,24.0,
319,en,voicing,0.5294117647058824,24.0,
320,fren,voicing,0.5147058823529411,24.0,
321,fr,place,0.10526315789473684,24.0,
322,en,place,0.20833333333333334,24.0,
323,fren,place,0.3300438596491228,24.0,
324,fren,lang,0.4657534246575342,24.0,
325,fr,sonority,0.20588235294117646,25.0,
326,en,sonority,0.4358974358974359,25.0,
327,fren,sonority,0.27337858220211164,25.0,
328,fr,manner,0.29411764705882354,25.0,
329,en,manner,0.358974358974359,25.0,
330,fren,manner,0.2861990950226244,25.0,
331,fr,voicing,0.25,25.0,
332,en,voicing,0.47058823529411764,25.0,
333,fren,voicing,0.37254901960784315,25.0,
334,fr,place,0.15789473684210525,25.0,
335,en,place,0.20833333333333334,25.0,
336,fren,place,0.16228070175438597,25.0,
337,fren,lang,0.4520547945205479,25.0,
338,fr,sonority,0.2647058823529412,26.0,
339,en,sonority,0.4358974358974359,26.0,
340,fren,sonority,0.40007541478129716,26.0,
341,fr,manner,0.29411764705882354,26.0,
342,en,manner,0.23076923076923078,26.0,
343,fren,manner,0.22549019607843135,26.0,
344,fr,voicing,0.6666666666666666,26.0,
345,en,voicing,0.47058823529411764,26.0,
346,fren,voicing,0.5441176470588236,26.0,
347,fr,place,0.3157894736842105,26.0,
348,en,place,0.20833333333333334,26.0,
349,fren,place,0.20394736842105263,26.0,
350,fren,lang,0.5342465753424658,26.0,
351,fr,sonority,0.3235294117647059,27.0,
352,en,sonority,0.3333333333333333,27.0,
353,fren,sonority,0.330316742081448,27.0,
354,fr,manner,0.2647058823529412,27.0,
355,en,manner,0.1794871794871795,27.0,
356,fren,manner,0.13951734539969834,27.0,
357,fr,voicing,0.25,27.0,
358,en,voicing,0.35294117647058826,27.0,
359,fren,voicing,0.5563725490196079,27.0,
360,fr,place,0.15789473684210525,27.0,
361,en,place,0.16666666666666666,27.0,
362,fren,place,0.20394736842105263,27.0,
363,fren,lang,0.6164383561643836,27.0,
364,fr,sonority,0.47058823529411764,28.0,
365,en,sonority,0.28205128205128205,28.0,
366,fren,sonority,0.27337858220211164,28.0,
367,fr,manner,0.29411764705882354,28.0,
368,en,manner,0.20512820512820512,28.0,
369,fren,manner,0.27714932126696834,28.0,
370,fr,voicing,0.25,28.0,
371,en,voicing,0.17647058823529413,28.0,
372,fren,voicing,0.4852941176470588,28.0,
373,fr,place,0.3157894736842105,28.0,
374,en,place,0.2916666666666667,28.0,
375,fren,place,0.18859649122807015,28.0,
376,fren,lang,0.547945205479452,28.0,
377,fr,sonority,0.3235294117647059,29.0,
378,en,sonority,0.41025641025641024,29.0,
379,fren,sonority,0.42571644042232276,29.0,
380,fr,manner,0.14705882352941177,29.0,
381,en,manner,0.10256410256410256,29.0,
382,fren,manner,0.165158371040724,29.0,
383,fr,voicing,0.25,29.0,
384,en,voicing,0.4117647058823529,29.0,
385,fren,voicing,0.37254901960784315,29.0,
386,fr,place,0.2631578947368421,29.0,
387,en,place,0.20833333333333334,29.0,
388,fren,place,0.3717105263157895,29.0,
389,fren,lang,0.4246575342465753,29.0,
390,fr,sonority,0.35294117647058826,30.0,
391,en,sonority,0.358974358974359,30.0,
392,fren,sonority,0.34125188536953244,30.0,
393,fr,manner,0.3235294117647059,30.0,
394,en,manner,0.28205128205128205,30.0,
395,fren,manner,0.17986425339366516,30.0,
396,fr,voicing,0.3333333333333333,30.0,
397,en,voicing,0.6470588235294118,30.0,
398,fren,voicing,0.5563725490196079,30.0,
399,fr,place,0.0,30.0,
400,en,place,0.3333333333333333,30.0,
401,fren,place,0.17763157894736842,30.0,
402,fren,lang,0.5342465753424658,30.0,
403,fr,sonority,0.4411764705882353,31.0,
404,en,sonority,0.23076923076923078,31.0,
405,fren,sonority,0.32654600301659126,31.0,
406,fr,manner,0.20588235294117646,31.0,
407,en,manner,0.20512820512820512,31.0,
408,fren,manner,0.23491704374057315,31.0,
409,fr,voicing,0.4166666666666667,31.0,
410,en,voicing,0.5294117647058824,31.0,
411,fren,voicing,0.4852941176470588,31.0,
412,fr,place,0.10526315789473684,31.0,
413,en,place,0.4583333333333333,31.0,
414,fren,place,0.3717105263157895,31.0,
415,fren,lang,0.4657534246575342,31.0,
416,fr,sonority,0.38235294117647056,32.0,
417,en,sonority,0.23076923076923078,32.0,
418,fren,sonority,0.4385369532428356,32.0,
419,fr,manner,0.14705882352941177,32.0,
420,en,manner,0.15384615384615385,32.0,
421,fren,manner,0.3431372549019608,32.0,
422,fr,voicing,0.16666666666666666,32.0,
423,en,voicing,0.4117647058823529,32.0,
424,fren,voicing,0.5686274509803921,32.0,
425,fr,place,0.10526315789473684,32.0,
426,en,place,0.375,32.0,
427,fren,place,0.18311403508771928,32.0,
428,fren,lang,0.410958904109589,32.0,
429,fr,sonority,0.4117647058823529,33.0,
430,en,sonority,0.358974358974359,33.0,
431,fren,sonority,0.3706636500754148,33.0,
432,fr,manner,0.29411764705882354,33.0,
433,en,manner,0.28205128205128205,33.0,
434,fren,manner,0.3431372549019608,33.0,
435,fr,voicing,0.5,33.0,
436,en,voicing,0.35294117647058826,33.0,
437,fren,voicing,0.4681372549019608,33.0,
438,fr,place,0.0,33.0,
439,en,place,0.2916666666666667,33.0,
440,fren,place,0.3771929824561403,33.0,
441,fren,lang,0.5616438356164384,33.0,
442,fr,sonority,0.4117647058823529,34.0,
443,en,sonority,0.48717948717948717,34.0,
444,fren,sonority,0.32654600301659126,34.0,
445,fr,manner,0.35294117647058826,34.0,
446,en,manner,0.28205128205128205,34.0,
447,fren,manner,0.23831070889894418,34.0,
448,fr,voicing,0.5833333333333334,34.0,
449,en,voicing,0.4117647058823529,34.0,
450,fren,voicing,0.5147058823529411,34.0,
451,fr,place,0.2631578947368421,34.0,
452,en,place,0.20833333333333334,34.0,
453,fren,place,0.2982456140350877,34.0,
454,fren,lang,0.4931506849315068,34.0,
455,fr,sonority,0.3235294117647059,35.0,
456,en,sonority,0.2564102564102564,35.0,
457,fren,sonority,0.3559577677224736,35.0,
458,fr,manner,0.29411764705882354,35.0,
459,en,manner,0.28205128205128205,35.0,
460,fren,manner,0.23831070889894418,35.0,
461,fr,voicing,0.16666666666666666,35.0,
462,en,voicing,0.35294117647058826,35.0,
463,fren,voicing,0.5024509803921569,35.0,
464,fr,place,0.3157894736842105,35.0,
465,en,place,0.25,35.0,
466,fren,place,0.16776315789473684,35.0,
467,fren,lang,0.410958904109589,35.0,
468,fr,sonority,0.29411764705882354,36.0,
469,en,sonority,0.358974358974359,36.0,
470,fren,sonority,0.5761689291101055,36.0,
471,fr,manner,0.2647058823529412,36.0,
472,en,manner,0.3333333333333333,36.0,
473,fren,manner,0.3065610859728507,36.0,
474,fr,voicing,0.5,36.0,
475,en,voicing,0.4117647058823529,36.0,
476,fren,voicing,0.24754901960784312,36.0,
477,fr,place,0.3684210526315789,36.0,
478,en,place,0.20833333333333334,36.0,
479,fren,place,0.20942982456140352,36.0,
480,fren,lang,0.4246575342465753,36.0,
481,fr,sonority,0.5294117647058824,37.0,
482,en,sonority,0.3076923076923077,37.0,
483,fren,sonority,0.3431372549019608,37.0,
484,fr,manner,0.20588235294117646,37.0,
485,en,manner,0.23076923076923078,37.0,
486,fren,manner,0.38725490196078427,37.0,
487,fr,voicing,0.6666666666666666,37.0,
488,en,voicing,0.5882352941176471,37.0,
489,fren,voicing,0.5563725490196079,37.0,
490,fr,place,0.2631578947368421,37.0,
491,en,place,0.25,37.0,
492,fren,place,0.2774122807017544,37.0,
493,fren,lang,0.4794520547945205,37.0,
494,fr,sonority,0.4117647058823529,38.0,
495,en,sonority,0.28205128205128205,38.0,
496,fren,sonority,0.3284313725490196,38.0,
497,fr,manner,0.38235294117647056,38.0,
498,en,manner,0.23076923076923078,38.0,
499,fren,manner,0.24245852187028655,38.0,
500,fr,voicing,0.5833333333333334,38.0,
501,en,voicing,0.29411764705882354,38.0,
502,fren,voicing,0.44362745098039214,38.0,
503,fr,place,0.3157894736842105,38.0,
504,en,place,0.25,38.0,
505,fren,place,0.19407894736842105,38.0,
506,fren,lang,0.410958904109589,38.0,
507,fr,sonority,0.4411764705882353,39.0,
508,en,sonority,0.3076923076923077,39.0,
509,fren,sonority,0.4347662141779789,39.0,
510,fr,manner,0.23529411764705882,39.0,
511,en,manner,0.28205128205128205,39.0,
512,fren,manner,0.22775263951734542,39.0,
513,fr,voicing,0.3333333333333333,39.0,
514,en,voicing,0.47058823529411764,39.0,
515,fren,voicing,0.5735294117647058,39.0,
516,fr,place,0.0,39.0,
517,en,place,0.20833333333333334,39.0,
518,fren,place,0.27192982456140347,39.0,
519,fren,lang,0.6027397260273972,39.0,
520,fr,sonority,0.23529411764705882,40.0,
521,en,sonority,0.28205128205128205,40.0,
522,fren,sonority,0.36877828054298645,40.0,
523,fr,manner,0.23529411764705882,40.0,
524,en,manner,0.2564102564102564,40.0,
525,fren,manner,0.25678733031674206,40.0,
526,fr,voicing,0.5,40.0,
527,en,voicing,0.4117647058823529,40.0,
528,fren,voicing,0.45588235294117646,40.0,
529,fr,place,0.05263157894736842,40.0,
530,en,place,0.3333333333333333,40.0,
531,fren,place,0.23026315789473684,40.0,
532,fren,lang,0.5068493150684932,40.0,
533,fr,sonority,0.38235294117647056,41.0,
534,en,sonority,0.28205128205128205,41.0,
535,fren,sonority,0.41289592760180993,41.0,
536,fr,manner,0.20588235294117646,41.0,
537,en,manner,0.2564102564102564,41.0,
538,fren,manner,0.20512820512820512,41.0,
539,fr,voicing,0.5,41.0,
540,en,voicing,0.4117647058823529,41.0,
541,fren,voicing,0.5563725490196079,41.0,
542,fr,place,0.10526315789473684,41.0,
543,en,place,0.16666666666666666,41.0,
544,fren,place,0.4133771929824561,41.0,
545,fren,lang,0.4520547945205479,41.0,
546,fr,sonority,0.47058823529411764,42.0,
547,en,sonority,0.5384615384615384,42.0,
548,fren,sonority,0.30467571644042235,42.0,
549,fr,manner,0.3235294117647059,42.0,
550,en,manner,0.15384615384615385,42.0,
551,fren,manner,0.2643288084464555,42.0,
552,fr,voicing,0.16666666666666666,42.0,
553,en,voicing,0.6470588235294118,42.0,
554,fren,voicing,0.5147058823529411,42.0,
555,fr,place,0.21052631578947367,42.0,
556,en,place,0.16666666666666666,42.0,
557,fren,place,0.20394736842105263,42.0,
558,fren,lang,0.3698630136986301,42.0,
559,fr,sonority,0.47058823529411764,43.0,
560,en,sonority,0.41025641025641024,43.0,
561,fren,sonority,0.35218702865761686,43.0,
562,fr,manner,0.3235294117647059,43.0,
563,en,manner,0.15384615384615385,43.0,
564,fren,manner,0.33408748114630465,43.0,
565,fr,voicing,0.25,43.0,
566,en,voicing,0.5882352941176471,43.0,
567,fren,voicing,0.6151960784313726,43.0,
568,fr,place,0.2631578947368421,43.0,
569,en,place,0.25,43.0,
570,fren,place,0.24561403508771928,43.0,
571,fren,lang,0.4931506849315068,43.0,
572,fr,sonority,0.29411764705882354,44.0,
573,en,sonority,0.38461538461538464,44.0,
574,fren,sonority,0.32654600301659126,44.0,
575,fr,manner,0.17647058823529413,44.0,
576,en,manner,0.23076923076923078,44.0,
577,fren,manner,0.17609351432880843,44.0,
578,fr,voicing,0.5,44.0,
579,en,voicing,0.4117647058823529,44.0,
580,fren,voicing,0.37254901960784315,44.0,
581,fr,place,0.10526315789473684,44.0,
582,en,place,0.2916666666666667,44.0,
583,fren,place,0.2357456140350877,44.0,
584,fren,lang,0.4383561643835616,44.0,
585,fr,sonority,0.5,45.0,
586,en,sonority,0.358974358974359,45.0,
587,fren,sonority,0.35218702865761686,45.0,
588,fr,manner,0.23529411764705882,45.0,
589,en,manner,0.3076923076923077,45.0,
590,fren,manner,0.17986425339366516,45.0,
591,fr,voicing,0.25,45.0,
592,en,voicing,0.29411764705882354,45.0,
593,fren,voicing,0.5980392156862745,45.0,
594,fr,place,0.3157894736842105,45.0,
595,en,place,0.25,45.0,
596,fren,place,0.3300438596491228,45.0,
597,fren,lang,0.5342465753424658,45.0,
598,fr,sonority,0.35294117647058826,46.0,
599,en,sonority,0.38461538461538464,46.0,
600,fren,sonority,0.3981900452488688,46.0,
601,fr,manner,0.3235294117647059,46.0,
602,en,manner,0.2564102564102564,46.0,
603,fren,manner,0.2055052790346908,46.0,
604,fr,voicing,0.25,46.0,
605,en,voicing,0.8235294117647058,46.0,
606,fren,voicing,0.6274509803921569,46.0,
607,fr,place,0.10526315789473684,46.0,
608,en,place,0.20833333333333334,46.0,
609,fren,place,0.20942982456140352,46.0,
610,fren,lang,0.589041095890411,46.0,
611,fr,sonority,0.3235294117647059,47.0,
612,en,sonority,0.41025641025641024,47.0,
613,fren,sonority,0.29524886877828055,47.0,
614,fr,manner,0.23529411764705882,47.0,
615,en,manner,0.20512820512820512,47.0,
616,fren,manner,0.18891402714932126,47.0,
617,fr,voicing,0.5833333333333334,47.0,
618,en,voicing,0.5294117647058824,47.0,
619,fren,voicing,0.5563725490196079,47.0,
620,fr,place,0.05263157894736842,47.0,
621,en,place,0.25,47.0,
622,fren,place,0.20394736842105263,47.0,
623,fren,lang,0.547945205479452,47.0,
624,fr,sonority,0.3235294117647059,48.0,
625,en,sonority,0.3333333333333333,48.0,
626,fren,sonority,0.4513574660633484,48.0,
627,fr,manner,0.3235294117647059,48.0,
628,en,manner,0.28205128205128205,48.0,
629,fren,manner,0.2899698340874811,48.0,
630,fr,voicing,0.3333333333333333,48.0,
631,en,voicing,0.5294117647058824,48.0,
632,fren,voicing,0.38480392156862747,48.0,
633,fr,place,0.3684210526315789,48.0,
634,en,place,0.25,48.0,
635,fren,place,0.28289473684210525,48.0,
636,fren,lang,0.4520547945205479,48.0,
637,fr,sonority,0.35294117647058826,49.0,
638,en,sonority,0.3076923076923077,49.0,
639,fren,sonority,0.4570135746606335,49.0,
640,fr,manner,0.35294117647058826,49.0,
641,en,manner,0.3076923076923077,49.0,
642,fren,manner,0.3706636500754148,49.0,
643,fr,voicing,0.16666666666666666,49.0,
